player_index,player_id
1218,400544
1219,400549
1220,400691
1221,401158
1222,401550
1223,402004
1224,402854
1225,403246
1226,403260
1227,403448
1228,403706
1229,404298
1230,404328
1231,404397
1232,404693
1233,404757
1234,405603
1235,405976
1236,405977
1237,405979
1238,406071
1239,406454
1240,408293
1241,408307
1242,410026
1243,410055
1244,410062
1245,410872
1246,411422
1247,412897
1248,413041
1249,413597
1250,413891
1251,414193
1252,419225
1253,420532
1254,422517
1255,422519
1256,422520
1257,423157
1258,424624
1259,425893
1260,427886
1261,428131
1262,431540
1263,434145
1264,435472
1265,435759
1266,436688
1267,436785
1268,439778
1269,441230
1270,443324
1271,444669
1272,445504
1273,446062
1274,446483
1275,446859
1276,447358
1277,447821
1278,449817
1279,449920
1280,450650
1281,450769
1282,450776
1283,450784
1284,450785
1285,451235
1286,452264
1287,452269
1288,452293
1289,453170
1290,453251
1291,453270
1292,456053
1293,460552
1294,470747
1295,470934
1296,471583
1297,471753
1298,471761
1299,471764
1300,471991
1301,471999
1302,472191
1303,472519
1304,472696
1305,473327
1306,473364
1307,473366
1308,473367
1309,473371
1310,474104
1311,475041
1312,475709
1313,477082
1314,477106
1315,477211
1316,477352
1317,478999
1318,480138
1319,480145
1320,481322
1321,481618
1322,482369
1323,483256
1324,485083
1325,485271
1326,485383
1327,486425
1328,487598
1329,487752
1330,487756
1331,488961
1332,489417
1333,489488
1334,489695
1335,490458
1336,490863
1337,492443
1338,493295
1339,493898
1340,494315
1341,494337
1342,495404
1343,495674
1344,496400
1345,496493
1346,498350
1347,498373
1348,499596
1349,499843
1350,500200
1351,501165
1352,501471
1353,503338
1354,504301
1355,504303
1356,504689
1357,507495
1358,507738
1359,508021
1360,508440
1361,511155
1362,512982
1363,514494
1364,515713
1365,517437
1366,518092
1367,518746
1368,518905
1369,519494
1370,523326
1371,524274
1372,525104
1373,525126
1374,525130
1375,527100
1376,527102
1377,528925
1378,529349
1379,530689
1380,531592
1381,532467
1382,532627
1383,532815
1384,532831
1385,534083
1386,535789
1387,535845
1388,536058
1389,536142
1390,536150
1391,536152
1392,536640
1393,537185
1394,537561
1395,542101
1396,542911
1397,542945
1398,544210
1399,544844
1400,544859
1401,544862
1402,544910
1403,545296
1404,545569
1405,545811
1406,545942
1407,545943
1408,545944
1409,546242
1410,546482
1411,546863
1412,547260
1413,547492
1414,547496
1415,549129
1416,550229
1417,550459
1418,550927
1419,551304
1420,551419
1421,551442
1422,551596
1423,552232
1424,552234
1425,552240
1426,552245
1427,553292
1428,553381
1429,554406
1430,556923
1431,556979
1432,557066
1433,557401
1434,557942
1435,558581
1436,558739
1437,558754
1438,558779
1439,559043
1440,559200
1441,559368
1442,559647
1443,559718
1444,560353
1445,560889
1446,561186
1447,561189
1448,561190
1449,563391
1450,563961
1451,563968
1452,565630
1453,566942
1454,567016
1455,567461
1456,568583
1457,569212
1458,574784
1459,574907
1460,577521
1461,578270
1462,578847
1463,579987
1464,580127
1465,582098
1466,582472
1467,583159
1468,583880
1469,584520
1470,584522
1471,584914
1472,584938
1473,585048
1474,585538
1475,585816
1476,589805
1477,589806
1478,590503
1479,590721
1480,591410
1481,592582
1482,593103
1483,593173
1484,593442
1485,593446
1486,593803
1487,595008
1488,595598
1489,596052
1490,596691
1491,596822
1492,597980
1493,598620
1494,599551
1495,599560
1496,601166
1497,601275
1498,601297
1499,601883
1500,602620
1501,603778
1502,603901
1503,604055
1504,604122
1505,605383
1506,605385
1507,606670
1508,607496
1509,609127
1510,611298
1511,611437
1512,611463
1513,612174
1514,617894
1515,618294
1516,618690
1517,618697
1518,619855
1519,620193
1520,621020
1521,621046
1522,621207
1523,622288
1524,622390
1525,622787
1526,624498
1527,624613
1528,624615
1529,624774
1530,624854
1531,626123
1532,626229
1533,627298
1534,631404
1535,631908
1536,633438
1537,634204
1538,634666
1539,636122
1540,639038
1541,642237
1542,643199
1543,643875
1544,644114
1545,645035
1546,645789
1547,645877
1548,647161
1549,648423
1550,652014
1551,652912
1552,653322
1553,654823
1554,655335
1555,655656
1556,657882
1557,659244
1558,661732
1559,663974
1560,669602
1561,670456
1562,678620
1563,682943
1564,683194
1565,683848
1566,688446
1567,689107
1568,691939
1569,693939
1570,693943
1571,694062
1572,694195
1573,694310
1574,694506
1575,696440
1576,696658
1577,697957
1578,700268
1579,703740
1580,706732
1581,708179
1582,711011
1583,712305
1584,712692
1585,712871
1586,713064
1587,713622
1588,713837
1589,713838
1590,720559
1591,722550
1592,722567
1593,724440
1594,740187
1595,743429
1596,743536
1597,744761
1598,744811
1599,744854
1600,746346
1601,747916
1602,764899
1603,767660
1604,769463
1605,769471
1606,769742
1607,770387
1608,770391
1609,770398
1610,771062
1611,773942
1612,776387
1613,776656
1614,777938
1615,778343
1616,778363
1617,780739
1618,784394
1619,786686
1620,787348
1621,788748
1622,788852
1623,805039
1624,808262
1625,808345
1626,809746
1627,812973
1628,814546
1629,814737
1630,818689
1631,826049
1632,831472
1633,838872
1634,843681
1635,844244
1636,855222
1637,856312
1638,860728
1639,879047
1640,879052
1641,911027
1642,916711
1643,935301
1644,938660
1645,947211
1646,947678
1647,1016232
1648,1075948
1649,1127679
1650,1182657
