player_id,player_index,n_observed_seasons,first_season_index,last_season_index,span_seasons,n_missing_within_span,has_gap,gap_count,recurrence_class
278015,898,1,2,2,1,0,FALSE,0,one-season
278049,899,4,4,7,4,0,FALSE,0,consecutive-repeat
278278,900,10,2,11,10,0,FALSE,0,consecutive-repeat
278288,901,10,2,11,10,0,FALSE,0,consecutive-repeat
278289,902,4,3,7,5,1,TRUE,1,repeated-with-gap
278324,903,4,6,10,5,1,TRUE,1,repeated-with-gap
278348,904,3,5,7,3,0,FALSE,0,consecutive-repeat
278383,905,1,4,4,1,0,FALSE,0,one-season
278867,906,1,7,7,1,0,FALSE,0,one-season
279526,907,1,5,5,1,0,FALSE,0,one-season
279533,908,7,4,10,7,0,FALSE,0,consecutive-repeat
279538,909,10,3,12,10,0,FALSE,0,consecutive-repeat
279539,910,2,10,11,2,0,FALSE,0,consecutive-repeat
279545,911,4,2,5,4,0,FALSE,0,consecutive-repeat
279555,912,5,4,10,7,2,TRUE,1,repeated-with-gap
279560,913,7,5,11,7,0,FALSE,0,consecutive-repeat
279566,914,3,7,11,5,2,TRUE,1,repeated-with-gap
279567,915,1,7,7,1,0,FALSE,0,one-season
279569,916,1,5,5,1,0,FALSE,0,one-season
279571,917,1,5,5,1,0,FALSE,0,one-season
280383,918,5,4,8,5,0,FALSE,0,consecutive-repeat
281069,919,7,6,12,7,0,FALSE,0,consecutive-repeat
281255,920,2,4,7,4,2,TRUE,1,repeated-with-gap
282438,921,3,3,7,5,2,TRUE,1,repeated-with-gap
282439,922,1,5,5,1,0,FALSE,0,one-season
282441,923,3,4,7,4,1,TRUE,1,repeated-with-gap
282442,924,8,5,12,8,0,FALSE,0,consecutive-repeat
282444,925,2,10,11,2,0,FALSE,0,consecutive-repeat
282448,926,5,4,10,7,2,TRUE,2,repeated-with-gap
282449,927,4,6,10,5,1,TRUE,1,repeated-with-gap
282790,928,3,10,12,3,0,FALSE,0,consecutive-repeat
284322,929,3,3,9,7,4,TRUE,1,repeated-with-gap
285109,930,1,9,9,1,0,FALSE,0,one-season
285509,931,2,2,4,3,1,TRUE,1,repeated-with-gap
285590,932,1,12,12,1,0,FALSE,0,one-season
285727,933,1,8,8,1,0,FALSE,0,one-season
285743,934,1,11,11,1,0,FALSE,0,one-season
286030,935,2,8,9,2,0,FALSE,0,consecutive-repeat
286248,936,1,5,5,1,0,FALSE,0,one-season
286390,937,5,4,9,6,1,TRUE,1,repeated-with-gap
286448,938,8,4,12,9,1,TRUE,1,repeated-with-gap
286830,939,1,5,5,1,0,FALSE,0,one-season
286963,940,9,3,11,9,0,FALSE,0,consecutive-repeat
286994,941,3,2,6,5,2,TRUE,1,repeated-with-gap
287003,942,2,10,11,2,0,FALSE,0,consecutive-repeat
287219,943,2,8,10,3,1,TRUE,1,repeated-with-gap
288081,944,1,11,11,1,0,FALSE,0,one-season
288091,945,7,2,9,8,1,TRUE,1,repeated-with-gap
288108,946,1,7,7,1,0,FALSE,0,one-season
288112,947,3,10,12,3,0,FALSE,0,consecutive-repeat
288865,948,1,11,11,1,0,FALSE,0,one-season
290215,949,1,2,2,1,0,FALSE,0,one-season
290954,950,1,10,10,1,0,FALSE,0,one-season
291231,951,2,11,12,2,0,FALSE,0,consecutive-repeat
291528,952,2,10,11,2,0,FALSE,0,consecutive-repeat
292654,953,8,5,12,8,0,FALSE,0,consecutive-repeat
292991,954,3,2,4,3,0,FALSE,0,consecutive-repeat
293333,955,2,10,11,2,0,FALSE,0,consecutive-repeat
293862,956,1,4,4,1,0,FALSE,0,one-season
294415,957,4,8,11,4,0,FALSE,0,consecutive-repeat
295225,958,4,6,9,4,0,FALSE,0,consecutive-repeat
295234,959,1,11,11,1,0,FALSE,0,one-season
297043,960,3,8,10,3,0,FALSE,0,consecutive-repeat
297921,961,5,7,11,5,0,FALSE,0,consecutive-repeat
298353,962,1,6,6,1,0,FALSE,0,one-season
299246,963,2,11,12,2,0,FALSE,0,consecutive-repeat
300485,964,1,5,5,1,0,FALSE,0,one-season
301016,965,1,11,11,1,0,FALSE,0,one-season
302292,966,1,6,6,1,0,FALSE,0,one-season
302540,967,1,3,3,1,0,FALSE,0,one-season
302542,968,7,4,12,9,2,TRUE,2,repeated-with-gap
302550,969,9,4,12,9,0,FALSE,0,consecutive-repeat
303078,970,1,12,12,1,0,FALSE,0,one-season
326523,971,6,2,11,10,4,TRUE,2,repeated-with-gap
326525,972,1,12,12,1,0,FALSE,0,one-season
326535,973,8,3,11,9,1,TRUE,1,repeated-with-gap
326547,974,1,2,2,1,0,FALSE,0,one-season
329064,975,3,9,11,3,0,FALSE,0,consecutive-repeat
330728,976,7,6,12,7,0,FALSE,0,consecutive-repeat
331385,977,1,3,3,1,0,FALSE,0,one-season
331583,978,2,7,12,6,4,TRUE,1,repeated-with-gap
333565,979,1,7,7,1,0,FALSE,0,one-season
333571,980,1,7,7,1,0,FALSE,0,one-season
334154,981,2,5,11,7,5,TRUE,1,repeated-with-gap
334175,982,5,8,12,5,0,FALSE,0,consecutive-repeat
334817,983,5,7,12,6,1,TRUE,1,repeated-with-gap
336371,984,1,5,5,1,0,FALSE,0,one-season
336517,985,1,10,10,1,0,FALSE,0,one-season
337068,986,1,7,7,1,0,FALSE,0,one-season
337070,987,4,5,9,5,1,TRUE,1,repeated-with-gap
338201,988,2,4,5,2,0,FALSE,0,consecutive-repeat
338429,989,1,10,10,1,0,FALSE,0,one-season
339690,990,2,9,10,2,0,FALSE,0,consecutive-repeat
339789,991,6,5,10,6,0,FALSE,0,consecutive-repeat
339790,992,3,7,9,3,0,FALSE,0,consecutive-repeat
339791,993,7,3,12,10,3,TRUE,1,repeated-with-gap
339794,994,3,7,9,3,0,FALSE,0,consecutive-repeat
339799,995,1,11,11,1,0,FALSE,0,one-season
339801,996,1,3,3,1,0,FALSE,0,one-season
339812,997,2,3,6,4,2,TRUE,1,repeated-with-gap
339857,998,2,6,10,5,3,TRUE,1,repeated-with-gap
339885,999,2,7,8,2,0,FALSE,0,consecutive-repeat
340706,1000,5,6,10,5,0,FALSE,0,consecutive-repeat
341751,1001,2,3,4,2,0,FALSE,0,consecutive-repeat
341752,1002,6,3,12,10,4,TRUE,2,repeated-with-gap
342785,1003,1,7,7,1,0,FALSE,0,one-season
343925,1004,1,5,5,1,0,FALSE,0,one-season
344014,1005,1,6,6,1,0,FALSE,0,one-season
344039,1006,2,9,10,2,0,FALSE,0,consecutive-repeat
344040,1007,3,5,7,3,0,FALSE,0,consecutive-repeat
344049,1008,1,12,12,1,0,FALSE,0,one-season
344051,1009,1,7,7,1,0,FALSE,0,one-season
344053,1010,4,6,11,6,2,TRUE,1,repeated-with-gap
344068,1011,8,4,11,8,0,FALSE,0,consecutive-repeat
344075,1012,3,4,6,3,0,FALSE,0,consecutive-repeat
344086,1013,4,9,12,4,0,FALSE,0,consecutive-repeat
344100,1014,2,5,6,2,0,FALSE,0,consecutive-repeat
344102,1015,4,6,11,6,2,TRUE,2,repeated-with-gap
344104,1016,2,6,11,6,4,TRUE,1,repeated-with-gap
344118,1017,1,7,7,1,0,FALSE,0,one-season
344120,1018,7,5,12,8,1,TRUE,1,repeated-with-gap
344132,1019,3,3,5,3,0,FALSE,0,consecutive-repeat
344140,1020,5,4,10,7,2,TRUE,1,repeated-with-gap
344153,1021,3,7,9,3,0,FALSE,0,consecutive-repeat
344198,1022,2,9,11,3,1,TRUE,1,repeated-with-gap
344444,1023,1,9,9,1,0,FALSE,0,one-season
344936,1024,1,11,11,1,0,FALSE,0,one-season
346071,1025,1,6,6,1,0,FALSE,0,one-season
346119,1026,1,8,8,1,0,FALSE,0,one-season
346195,1027,2,2,4,3,1,TRUE,1,repeated-with-gap
346551,1028,1,10,10,1,0,FALSE,0,one-season
347333,1029,1,11,11,1,0,FALSE,0,one-season
350992,1030,2,10,11,2,0,FALSE,0,consecutive-repeat
352747,1031,1,3,3,1,0,FALSE,0,one-season
352761,1032,3,7,11,5,2,TRUE,2,repeated-with-gap
352787,1033,4,8,12,5,1,TRUE,1,repeated-with-gap
352788,1034,6,5,12,8,2,TRUE,1,repeated-with-gap
352789,1035,7,5,11,7,0,FALSE,0,consecutive-repeat
353331,1036,1,10,10,1,0,FALSE,0,one-season
353833,1037,2,11,12,2,0,FALSE,0,consecutive-repeat
354123,1038,1,9,9,1,0,FALSE,0,one-season
354547,1039,1,8,8,1,0,FALSE,0,one-season
355597,1040,1,6,6,1,0,FALSE,0,one-season
355599,1041,11,2,12,11,0,FALSE,0,consecutive-repeat
356237,1042,5,5,12,8,3,TRUE,2,repeated-with-gap
357806,1043,1,12,12,1,0,FALSE,0,one-season
357946,1044,5,8,12,5,0,FALSE,0,consecutive-repeat
357981,1045,2,9,10,2,0,FALSE,0,consecutive-repeat
357991,1046,4,6,10,5,1,TRUE,1,repeated-with-gap
357992,1047,7,6,12,7,0,FALSE,0,consecutive-repeat
358801,1048,3,6,8,3,0,FALSE,0,consecutive-repeat
359847,1049,9,4,12,9,0,FALSE,0,consecutive-repeat
360981,1050,2,11,12,2,0,FALSE,0,consecutive-repeat
363717,1051,7,5,11,7,0,FALSE,0,consecutive-repeat
364003,1052,1,9,9,1,0,FALSE,0,one-season
364005,1053,9,4,12,9,0,FALSE,0,consecutive-repeat
364086,1054,1,11,11,1,0,FALSE,0,one-season
364772,1055,1,6,6,1,0,FALSE,0,one-season
364817,1056,1,7,7,1,0,FALSE,0,one-season
364820,1057,5,4,8,5,0,FALSE,0,consecutive-repeat
364845,1058,6,7,12,6,0,FALSE,0,consecutive-repeat
364846,1059,2,6,7,2,0,FALSE,0,consecutive-repeat
364850,1060,3,4,6,3,0,FALSE,0,consecutive-repeat
364860,1061,3,3,5,3,0,FALSE,0,consecutive-repeat
364864,1062,2,11,12,2,0,FALSE,0,consecutive-repeat
364870,1063,2,4,5,2,0,FALSE,0,consecutive-repeat
366401,1064,1,6,6,1,0,FALSE,0,one-season
366581,1065,1,5,5,1,0,FALSE,0,one-season
366584,1066,1,12,12,1,0,FALSE,0,one-season
367391,1067,1,8,8,1,0,FALSE,0,one-season
367503,1068,1,5,5,1,0,FALSE,0,one-season
368110,1069,2,10,11,2,0,FALSE,0,consecutive-repeat
372752,1070,7,3,12,10,3,TRUE,1,repeated-with-gap
372753,1071,2,4,5,2,0,FALSE,0,consecutive-repeat
373016,1072,5,5,12,8,3,TRUE,1,repeated-with-gap
373410,1073,7,6,12,7,0,FALSE,0,consecutive-repeat
373541,1074,1,3,3,1,0,FALSE,0,one-season
373713,1075,2,3,5,3,1,TRUE,1,repeated-with-gap
374800,1076,1,6,6,1,0,FALSE,0,one-season
375011,1077,1,11,11,1,0,FALSE,0,one-season
375335,1078,6,6,11,6,0,FALSE,0,consecutive-repeat
375350,1079,1,8,8,1,0,FALSE,0,one-season
375771,1080,4,5,8,4,0,FALSE,0,consecutive-repeat
376362,1081,1,9,9,1,0,FALSE,0,one-season
377083,1082,2,9,10,2,0,FALSE,0,consecutive-repeat
380709,1083,2,8,9,2,0,FALSE,0,consecutive-repeat
381233,1084,1,9,9,1,0,FALSE,0,one-season
382622,1085,2,10,11,2,0,FALSE,0,consecutive-repeat
384066,1086,2,9,10,2,0,FALSE,0,consecutive-repeat
385273,1087,6,1,6,6,0,FALSE,0,consecutive-repeat
386686,1088,1,11,11,1,0,FALSE,0,one-season
387785,1089,1,12,12,1,0,FALSE,0,one-season
387799,1090,1,8,8,1,0,FALSE,0,one-season
387803,1091,1,6,6,1,0,FALSE,0,one-season
387840,1092,6,5,12,8,2,TRUE,1,repeated-with-gap
388976,1093,1,9,9,1,0,FALSE,0,one-season
393214,1094,2,11,12,2,0,FALSE,0,consecutive-repeat
393881,1095,1,4,4,1,0,FALSE,0,one-season
395114,1096,9,4,12,9,0,FALSE,0,consecutive-repeat
395134,1097,6,7,12,6,0,FALSE,0,consecutive-repeat
395636,1098,6,4,10,7,1,TRUE,1,repeated-with-gap
396475,1099,1,4,4,1,0,FALSE,0,one-season
396513,1100,4,6,10,5,1,TRUE,1,repeated-with-gap
397033,1101,1,10,10,1,0,FALSE,0,one-season
397060,1102,4,8,12,5,1,TRUE,1,repeated-with-gap
397109,1103,1,7,7,1,0,FALSE,0,one-season
397178,1104,1,12,12,1,0,FALSE,0,one-season
397303,1105,7,5,12,8,1,TRUE,1,repeated-with-gap
399599,1106,3,6,8,3,0,FALSE,0,consecutive-repeat
399652,1107,1,8,8,1,0,FALSE,0,one-season
399676,1108,7,2,12,11,4,TRUE,1,repeated-with-gap
400544,1109,1,5,5,1,0,FALSE,0,one-season
400549,1110,4,6,9,4,0,FALSE,0,consecutive-repeat
400691,1111,1,8,8,1,0,FALSE,0,one-season
401158,1112,4,7,10,4,0,FALSE,0,consecutive-repeat
401550,1113,1,10,10,1,0,FALSE,0,one-season
402004,1114,1,12,12,1,0,FALSE,0,one-season
402854,1115,2,8,9,2,0,FALSE,0,consecutive-repeat
403246,1116,2,9,10,2,0,FALSE,0,consecutive-repeat
403260,1117,5,5,9,5,0,FALSE,0,consecutive-repeat
403448,1118,7,6,12,7,0,FALSE,0,consecutive-repeat
403706,1119,1,3,3,1,0,FALSE,0,one-season
404328,1120,2,8,11,4,2,TRUE,1,repeated-with-gap
404397,1121,2,10,11,2,0,FALSE,0,consecutive-repeat
404693,1122,1,11,11,1,0,FALSE,0,one-season
404757,1123,1,9,9,1,0,FALSE,0,one-season
405603,1124,1,10,10,1,0,FALSE,0,one-season
405976,1125,2,11,12,2,0,FALSE,0,consecutive-repeat
405977,1126,1,8,8,1,0,FALSE,0,one-season
405979,1127,1,11,11,1,0,FALSE,0,one-season
406454,1128,2,5,6,2,0,FALSE,0,consecutive-repeat
408293,1129,3,3,7,5,2,TRUE,1,repeated-with-gap
408307,1130,4,9,12,4,0,FALSE,0,consecutive-repeat
410026,1131,2,8,9,2,0,FALSE,0,consecutive-repeat
410055,1132,4,4,8,5,1,TRUE,1,repeated-with-gap
410062,1133,7,6,12,7,0,FALSE,0,consecutive-repeat
410872,1134,6,5,11,7,1,TRUE,1,repeated-with-gap
411422,1135,1,9,9,1,0,FALSE,0,one-season
412897,1136,2,4,11,8,6,TRUE,1,repeated-with-gap
413041,1137,2,7,9,3,1,TRUE,1,repeated-with-gap
413597,1138,1,10,10,1,0,FALSE,0,one-season
413891,1139,3,6,8,3,0,FALSE,0,consecutive-repeat
414193,1140,4,9,12,4,0,FALSE,0,consecutive-repeat
419225,1141,3,7,11,5,2,TRUE,1,repeated-with-gap
420532,1142,1,6,6,1,0,FALSE,0,one-season
422517,1143,4,8,11,4,0,FALSE,0,consecutive-repeat
422519,1144,7,5,11,7,0,FALSE,0,consecutive-repeat
422520,1145,4,9,12,4,0,FALSE,0,consecutive-repeat
423157,1146,6,7,12,6,0,FALSE,0,consecutive-repeat
424624,1147,2,4,6,3,1,TRUE,1,repeated-with-gap
425893,1148,1,12,12,1,0,FALSE,0,one-season
427886,1149,2,10,11,2,0,FALSE,0,consecutive-repeat
428131,1150,2,8,9,2,0,FALSE,0,consecutive-repeat
431540,1151,1,7,7,1,0,FALSE,0,one-season
434145,1152,2,10,11,2,0,FALSE,0,consecutive-repeat
435472,1153,2,7,8,2,0,FALSE,0,consecutive-repeat
435759,1154,6,5,12,8,2,TRUE,2,repeated-with-gap
436688,1155,1,11,11,1,0,FALSE,0,one-season
436785,1156,1,11,11,1,0,FALSE,0,one-season
439778,1157,1,7,7,1,0,FALSE,0,one-season
441230,1158,1,8,8,1,0,FALSE,0,one-season
443324,1159,1,5,5,1,0,FALSE,0,one-season
444669,1160,1,12,12,1,0,FALSE,0,one-season
445504,1161,4,6,10,5,1,TRUE,1,repeated-with-gap
446062,1162,1,12,12,1,0,FALSE,0,one-season
446483,1163,4,9,12,4,0,FALSE,0,consecutive-repeat
446859,1164,1,5,5,1,0,FALSE,0,one-season
447358,1165,2,11,12,2,0,FALSE,0,consecutive-repeat
447821,1166,7,4,10,7,0,FALSE,0,consecutive-repeat
449817,1167,3,9,11,3,0,FALSE,0,consecutive-repeat
449920,1168,2,9,10,2,0,FALSE,0,consecutive-repeat
450650,1169,1,3,3,1,0,FALSE,0,one-season
450769,1170,6,5,12,8,2,TRUE,2,repeated-with-gap
450776,1171,5,7,12,6,1,TRUE,1,repeated-with-gap
450784,1172,5,4,10,7,2,TRUE,2,repeated-with-gap
450785,1173,4,8,12,5,1,TRUE,1,repeated-with-gap
451235,1174,2,9,11,3,1,TRUE,1,repeated-with-gap
452264,1175,3,5,10,6,3,TRUE,1,repeated-with-gap
452269,1176,1,6,6,1,0,FALSE,0,one-season
452293,1177,1,10,10,1,0,FALSE,0,one-season
453251,1178,5,8,12,5,0,FALSE,0,consecutive-repeat
453270,1179,3,3,10,8,5,TRUE,1,repeated-with-gap
456053,1180,6,7,12,6,0,FALSE,0,consecutive-repeat
460552,1181,3,9,12,4,1,TRUE,1,repeated-with-gap
470747,1182,6,7,12,6,0,FALSE,0,consecutive-repeat
470934,1183,3,9,11,3,0,FALSE,0,consecutive-repeat
471583,1184,4,6,10,5,1,TRUE,1,repeated-with-gap
471753,1185,5,6,10,5,0,FALSE,0,consecutive-repeat
471761,1186,6,7,12,6,0,FALSE,0,consecutive-repeat
471764,1187,2,8,9,2,0,FALSE,0,consecutive-repeat
471991,1188,4,9,12,4,0,FALSE,0,consecutive-repeat
471999,1189,1,11,11,1,0,FALSE,0,one-season
472191,1190,3,6,8,3,0,FALSE,0,consecutive-repeat
472519,1191,2,11,12,2,0,FALSE,0,consecutive-repeat
472696,1192,3,7,12,6,3,TRUE,1,repeated-with-gap
473327,1193,4,7,10,4,0,FALSE,0,consecutive-repeat
473364,1194,5,6,10,5,0,FALSE,0,consecutive-repeat
473366,1195,4,8,12,5,1,TRUE,1,repeated-with-gap
473367,1196,5,8,12,5,0,FALSE,0,consecutive-repeat
473371,1197,3,10,12,3,0,FALSE,0,consecutive-repeat
474104,1198,2,9,10,2,0,FALSE,0,consecutive-repeat
475041,1199,1,11,11,1,0,FALSE,0,one-season
477082,1200,2,6,7,2,0,FALSE,0,consecutive-repeat
477106,1201,1,5,5,1,0,FALSE,0,one-season
477211,1202,1,11,11,1,0,FALSE,0,one-season
477352,1203,5,6,11,6,1,TRUE,1,repeated-with-gap
478999,1204,5,7,11,5,0,FALSE,0,consecutive-repeat
480138,1205,1,12,12,1,0,FALSE,0,one-season
480145,1206,4,9,12,4,0,FALSE,0,consecutive-repeat
481322,1207,1,11,11,1,0,FALSE,0,one-season
481618,1208,4,8,12,5,1,TRUE,1,repeated-with-gap
482369,1209,2,7,8,2,0,FALSE,0,consecutive-repeat
483256,1210,1,11,11,1,0,FALSE,0,one-season
485083,1211,1,12,12,1,0,FALSE,0,one-season
485271,1212,2,9,11,3,1,TRUE,1,repeated-with-gap
485383,1213,1,4,4,1,0,FALSE,0,one-season
486425,1214,2,7,8,2,0,FALSE,0,consecutive-repeat
487598,1215,2,8,11,4,2,TRUE,1,repeated-with-gap
487752,1216,1,7,7,1,0,FALSE,0,one-season
487756,1217,4,7,11,5,1,TRUE,1,repeated-with-gap
488961,1218,4,9,12,4,0,FALSE,0,consecutive-repeat
489417,1219,1,4,4,1,0,FALSE,0,one-season
489488,1220,5,4,8,5,0,FALSE,0,consecutive-repeat
489695,1221,2,10,11,2,0,FALSE,0,consecutive-repeat
490458,1222,1,10,10,1,0,FALSE,0,one-season
490863,1223,1,12,12,1,0,FALSE,0,one-season
492443,1224,1,9,9,1,0,FALSE,0,one-season
493295,1225,8,5,12,8,0,FALSE,0,consecutive-repeat
493898,1226,1,12,12,1,0,FALSE,0,one-season
494315,1227,1,11,11,1,0,FALSE,0,one-season
494337,1228,1,7,7,1,0,FALSE,0,one-season
495404,1229,1,7,7,1,0,FALSE,0,one-season
495674,1230,3,9,11,3,0,FALSE,0,consecutive-repeat
496400,1231,2,11,12,2,0,FALSE,0,consecutive-repeat
496493,1232,1,6,6,1,0,FALSE,0,one-season
498350,1233,1,9,9,1,0,FALSE,0,one-season
498373,1234,1,7,7,1,0,FALSE,0,one-season
499596,1235,2,7,8,2,0,FALSE,0,consecutive-repeat
499843,1236,5,6,12,7,2,TRUE,2,repeated-with-gap
500200,1237,1,10,10,1,0,FALSE,0,one-season
501165,1238,1,10,10,1,0,FALSE,0,one-season
501471,1239,1,12,12,1,0,FALSE,0,one-season
503338,1240,6,6,11,6,0,FALSE,0,consecutive-repeat
504301,1241,7,6,12,7,0,FALSE,0,consecutive-repeat
504303,1242,3,10,12,3,0,FALSE,0,consecutive-repeat
504689,1243,2,11,12,2,0,FALSE,0,consecutive-repeat
507495,1244,1,7,7,1,0,FALSE,0,one-season
507738,1245,1,9,9,1,0,FALSE,0,one-season
508021,1246,3,8,10,3,0,FALSE,0,consecutive-repeat
508440,1247,1,10,10,1,0,FALSE,0,one-season
511155,1248,2,11,12,2,0,FALSE,0,consecutive-repeat
512982,1249,1,8,8,1,0,FALSE,0,one-season
514494,1250,1,10,10,1,0,FALSE,0,one-season
515713,1251,1,8,8,1,0,FALSE,0,one-season
517437,1252,3,10,12,3,0,FALSE,0,consecutive-repeat
518092,1253,5,8,12,5,0,FALSE,0,consecutive-repeat
518746,1254,4,6,9,4,0,FALSE,0,consecutive-repeat
518905,1255,4,9,12,4,0,FALSE,0,consecutive-repeat
519494,1256,2,10,11,2,0,FALSE,0,consecutive-repeat
523326,1257,1,11,11,1,0,FALSE,0,one-season
524274,1258,2,10,11,2,0,FALSE,0,consecutive-repeat
525104,1259,5,8,12,5,0,FALSE,0,consecutive-repeat
525126,1260,1,12,12,1,0,FALSE,0,one-season
525130,1261,2,9,10,2,0,FALSE,0,consecutive-repeat
527100,1262,1,10,10,1,0,FALSE,0,one-season
527102,1263,2,9,10,2,0,FALSE,0,consecutive-repeat
528925,1264,1,12,12,1,0,FALSE,0,one-season
529349,1265,2,11,12,2,0,FALSE,0,consecutive-repeat
530689,1266,1,8,8,1,0,FALSE,0,one-season
531592,1267,8,5,12,8,0,FALSE,0,consecutive-repeat
532467,1268,2,6,8,3,1,TRUE,1,repeated-with-gap
532627,1269,1,9,9,1,0,FALSE,0,one-season
532815,1270,1,7,7,1,0,FALSE,0,one-season
532831,1271,6,6,12,7,1,TRUE,1,repeated-with-gap
534083,1272,2,9,10,2,0,FALSE,0,consecutive-repeat
535789,1273,1,12,12,1,0,FALSE,0,one-season
535845,1274,2,11,12,2,0,FALSE,0,consecutive-repeat
536058,1275,1,11,11,1,0,FALSE,0,one-season
536142,1276,3,9,11,3,0,FALSE,0,consecutive-repeat
536150,1277,1,10,10,1,0,FALSE,0,one-season
536152,1278,1,10,10,1,0,FALSE,0,one-season
536640,1279,3,9,11,3,0,FALSE,0,consecutive-repeat
537185,1280,1,10,10,1,0,FALSE,0,one-season
537561,1281,3,10,12,3,0,FALSE,0,consecutive-repeat
542101,1282,1,11,11,1,0,FALSE,0,one-season
542945,1283,2,8,9,2,0,FALSE,0,consecutive-repeat
544210,1284,2,11,12,2,0,FALSE,0,consecutive-repeat
544844,1285,1,11,11,1,0,FALSE,0,one-season
544859,1286,4,9,12,4,0,FALSE,0,consecutive-repeat
544862,1287,1,12,12,1,0,FALSE,0,one-season
545296,1288,3,7,9,3,0,FALSE,0,consecutive-repeat
545569,1289,1,10,10,1,0,FALSE,0,one-season
545811,1290,6,5,12,8,2,TRUE,1,repeated-with-gap
545942,1291,7,6,12,7,0,FALSE,0,consecutive-repeat
545943,1292,3,7,12,6,3,TRUE,1,repeated-with-gap
545944,1293,2,8,9,2,0,FALSE,0,consecutive-repeat
546242,1294,1,12,12,1,0,FALSE,0,one-season
546482,1295,2,9,11,3,1,TRUE,1,repeated-with-gap
546863,1296,1,11,11,1,0,FALSE,0,one-season
547260,1297,7,6,12,7,0,FALSE,0,consecutive-repeat
547492,1298,1,9,9,1,0,FALSE,0,one-season
547496,1299,2,9,10,2,0,FALSE,0,consecutive-repeat
549129,1300,4,9,12,4,0,FALSE,0,consecutive-repeat
550229,1301,7,6,12,7,0,FALSE,0,consecutive-repeat
550459,1302,2,11,12,2,0,FALSE,0,consecutive-repeat
550927,1303,3,10,12,3,0,FALSE,0,consecutive-repeat
551304,1304,1,8,8,1,0,FALSE,0,one-season
551419,1305,1,8,8,1,0,FALSE,0,one-season
551442,1306,2,5,6,2,0,FALSE,0,consecutive-repeat
551596,1307,1,9,9,1,0,FALSE,0,one-season
552232,1308,2,11,12,2,0,FALSE,0,consecutive-repeat
552234,1309,2,7,11,5,3,TRUE,1,repeated-with-gap
552240,1310,1,12,12,1,0,FALSE,0,one-season
552245,1311,1,10,10,1,0,FALSE,0,one-season
553292,1312,2,9,10,2,0,FALSE,0,consecutive-repeat
553381,1313,2,9,10,2,0,FALSE,0,consecutive-repeat
554406,1314,4,8,11,4,0,FALSE,0,consecutive-repeat
556923,1315,3,10,12,3,0,FALSE,0,consecutive-repeat
557066,1316,1,10,10,1,0,FALSE,0,one-season
557401,1317,1,10,10,1,0,FALSE,0,one-season
557942,1318,1,6,6,1,0,FALSE,0,one-season
558581,1319,1,10,10,1,0,FALSE,0,one-season
558739,1320,2,9,11,3,1,TRUE,1,repeated-with-gap
558754,1321,1,10,10,1,0,FALSE,0,one-season
558779,1322,3,9,11,3,0,FALSE,0,consecutive-repeat
559043,1323,3,5,10,6,3,TRUE,1,repeated-with-gap
559200,1324,1,10,10,1,0,FALSE,0,one-season
559368,1325,1,12,12,1,0,FALSE,0,one-season
559647,1326,2,10,11,2,0,FALSE,0,consecutive-repeat
559718,1327,1,9,9,1,0,FALSE,0,one-season
560353,1328,2,8,12,5,3,TRUE,1,repeated-with-gap
560889,1329,2,8,9,2,0,FALSE,0,consecutive-repeat
561186,1330,5,7,11,5,0,FALSE,0,consecutive-repeat
561189,1331,3,10,12,3,0,FALSE,0,consecutive-repeat
561190,1332,3,8,11,4,1,TRUE,1,repeated-with-gap
563391,1333,1,12,12,1,0,FALSE,0,one-season
563961,1334,1,7,7,1,0,FALSE,0,one-season
563968,1335,1,11,11,1,0,FALSE,0,one-season
565630,1336,1,12,12,1,0,FALSE,0,one-season
566942,1337,2,10,11,2,0,FALSE,0,consecutive-repeat
567016,1338,4,9,12,4,0,FALSE,0,consecutive-repeat
567461,1339,3,10,12,3,0,FALSE,0,consecutive-repeat
568583,1340,1,11,11,1,0,FALSE,0,one-season
569212,1341,1,12,12,1,0,FALSE,0,one-season
574784,1342,5,8,12,5,0,FALSE,0,consecutive-repeat
574907,1343,1,9,9,1,0,FALSE,0,one-season
578270,1344,1,12,12,1,0,FALSE,0,one-season
579987,1345,1,7,7,1,0,FALSE,0,one-season
580127,1346,4,9,12,4,0,FALSE,0,consecutive-repeat
582098,1347,1,10,10,1,0,FALSE,0,one-season
582472,1348,1,11,11,1,0,FALSE,0,one-season
583159,1349,3,9,11,3,0,FALSE,0,consecutive-repeat
583880,1350,1,12,12,1,0,FALSE,0,one-season
584520,1351,2,8,9,2,0,FALSE,0,consecutive-repeat
584522,1352,3,6,9,4,1,TRUE,1,repeated-with-gap
584914,1353,4,8,12,5,1,TRUE,1,repeated-with-gap
584938,1354,3,10,12,3,0,FALSE,0,consecutive-repeat
585048,1355,1,12,12,1,0,FALSE,0,one-season
585538,1356,1,12,12,1,0,FALSE,0,one-season
585816,1357,6,7,12,6,0,FALSE,0,consecutive-repeat
589805,1358,3,10,12,3,0,FALSE,0,consecutive-repeat
589806,1359,1,12,12,1,0,FALSE,0,one-season
590503,1360,6,7,12,6,0,FALSE,0,consecutive-repeat
590721,1361,1,12,12,1,0,FALSE,0,one-season
591410,1362,1,9,9,1,0,FALSE,0,one-season
592582,1363,1,12,12,1,0,FALSE,0,one-season
593103,1364,1,11,11,1,0,FALSE,0,one-season
593173,1365,1,10,10,1,0,FALSE,0,one-season
