feature_k,feature_l,obs_corr,pred_corr,pred_lo,pred_hi
per90_own_half_losses,per90_assists,-0.2501220892515455,-0.23146988241985722,-0.25243823424464074,-0.2123528734338786
per90_dangerous_own_half_losses,per90_assists,-0.28192102620137705,-0.2825076485708303,-0.3017794679751758,-0.26322318193225736
per90_recoveries,per90_assists,-0.3687015490292304,-0.3465545854595237,-0.3695309655818144,-0.32182181363191986
per90_opponent_half_recoveries,per90_assists,0.04756650479973999,0.12196122875507441,0.09725540740671344,0.1486089473534584
per90_dangerous_opponent_half_recoveries,per90_assists,0.2452784143028019,0.23968259893278188,0.22135936116489793,0.25950280188435837
per90_interceptions,per90_assists,-0.33986848060384917,-0.3379661464860801,-0.3614032703666965,-0.31519814590589973
per90_clearances,per90_assists,-0.39421144880175263,-0.4356891926908212,-0.4556911015658123,-0.4155545993017233
per90_shots_blocked,per90_assists,-0.3495459824583255,-0.37024964044890424,-0.3901179580121923,-0.3507860106893845
per90_defensive_duels,per90_assists,-0.14519062899870258,-0.06608852037755215,-0.08858140700349175,-0.04156928044029867
per90_offensive_duels,per90_assists,0.42934437964641614,0.4209332858188085,0.397627261120977,0.44249543155822935
per90_aerial_duels,per90_assists,-0.1824069831781663,-0.1871008210203124,-0.2113095511262692,-0.16289405184778996
per90_pressing_duels,per90_assists,0.17416847212532507,0.19554585287037626,0.16609368265891886,0.224588322569789
per90_loose_ball_duels,per90_assists,0.024976261397601646,0.05700793710465911,0.03406832697668525,0.07983678967288636
per90_sliding_tackles,per90_assists,-0.10174353387615181,-0.09973223697577675,-0.12227224198985268,-0.07889582613938392
per90_dribbles_against,per90_assists,-0.13195237873937163,-0.08046813707831257,-0.10361095188257742,-0.05797372097543591
rate_defensive_duels_won,per90_assists,-0.2013320026082639,-0.20614684171420783,-0.2281678847503844,-0.1811894820068497
rate_offensive_duels_won,per90_assists,-0.039982224519601435,-0.04407290415079818,-0.06697828369205881,-0.021814159805969825
rate_aerial_duels_won,per90_assists,-0.2999913841854758,-0.33851031847432905,-0.3572468296577032,-0.3164808881334323
