factor,cor_loading,rmse_loading,prop_cv_truth,prop_cv_median
PCA_Factor_1,0.3423818642875326,0.2883713413786174,0.6197085697590856,0.657661587550427
PCA_Factor_2,0.2695732073340324,0.22701230733498098,0.3802914302409144,0.34233841244957297
