param,mean,sd,q05,q50,q95,ess_bulk,rhat
psi_a.30,0.224801244275,0.008610586976259244,0.2111984795,0.224588925,0.239273295,1053.9748347550858,1.0005607633297469
psi_a.31,0.719325053765,0.017398637359921074,0.6915635254999999,0.7189785449999999,0.748261334,1231.0135837355517,0.9998277926129796
psi_a.32,0.42888013567,0.018798183453277537,0.397793362,0.42841246,0.4597810195,1335.1708091120745,1.0001126341038198
psi_a.33,0.2613987645525,0.010830658090113127,0.24380578449999998,0.26122289,0.2793729825,845.422315725271,1.0005694777832541
psi_a.34,0.3763868025025,0.011130155736636687,0.358427965,0.37630253999999996,0.394652172,1166.259310451913,1.000428345987012
psi_a.35,0.30715527573,0.01570577054212519,0.281577437,0.30727101,0.332737419,1115.622840245969,1.0005445123679448
psi_a.36,0.54895242456,0.015548031358976566,0.5231633545,0.548855725,0.5741639315,812.3021940253325,1.001036629729236
psi_a.37,0.439288105375,0.010939199145527254,0.421946632,0.439079095,0.45734547449999996,1007.3550594059783,1.0001348685189415
psi_a.38,0.5833653841650001,0.014586222905081554,0.5603038189999999,0.58326569,0.6075933285,1116.1581883504946,0.9998934549850685
psi_a.39,0.368342825205,0.011609210122601374,0.34942029,0.36821701,0.38776987649999994,1114.5307949228948,0.9998510007146542
psi_a.40,0.61312081356,0.015218243459929979,0.5888764584999999,0.6130694649999999,0.638902301,1287.1369225797705,0.9999259298515543
psi_a.41,0.65714435754,0.01677182733840104,0.6289634344999999,0.6571233599999999,0.6841565439999999,1089.1871238247058,1.0000422498638033
psi_a.42,0.36991691726,0.013835286824141117,0.34740158849999997,0.369880965,0.39246303549999995,835.5403265001682,1.0001783283571468
psi_a.43,0.3550070771875,0.017013105473745148,0.3277875085,0.354737935,0.3834542635,1062.544856336733,1.0009080034802014
psi_a.44,0.456989273705,0.01672712520496099,0.430403074,0.45685816,0.4845384015,1271.3458075608091,1.0000766663999427
psi_a.45,0.491963269305,0.015458254518225282,0.4664693155,0.491993865,0.5173722555,1040.4127019491564,1.001070888578105
psi_a.46,0.7733271129975,0.018039133996283024,0.7441270985,0.772995525,0.803226305,808.6499135098661,1.001854737377652
psi_a.47,0.68721104166,0.016401232897061864,0.660889488,0.68693903,0.714827596,986.9488298794516,1.0037178396183497
psi_a.48,0.5686231868875,0.019252388530580165,0.537368795,0.568664805,0.59955144949999994,1239.1203369780283,0.9998007027952633
sigma_b.1,0.0349734776538075,0.015845402518704463,0.01140006015,0.033941917,0.06255540239999999,1023.3246687455891,0.9998150039946416
sigma_b.2,0.09370489719775,0.02737657496198877,0.05878387655,0.08904658600000001,0.143787757,1631.2327681646727,1.000010417900142
sigma_b.3,0.020491735764755582,0.010435958763958902,0.005036515199999999,0.019508581,0.038729708749999994,1277.098078847033,0.9998017106251531
sigma_b.4,0.07773149639975,0.021593521102457974,0.049757549750000005,0.07420918,0.11753075499999997,1497.3100737250834,1.0008650636295504
sigma_b.5,0.0806949350475,0.02281822502160538,0.0518801947,0.07675978450000001,0.123546869,1607.6389817647341,1.00090544966929
sigma_b.6,0.023502197638238225,0.015144195584876357,0.00275679151,0.021375317999999997,0.051444601899999984,1136.1629884012912,1.0050738469977885
sigma_b.7,0.19582694886475,0.04948256127815654,0.1345871145,0.185998835,0.286680398,1660.898001845773,1.0003820033144757
sigma_b.8,0.094583966193,0.024805095463767596,0.0627181719,0.089966134,0.14278634499999998,1847.7514087146712,0.9997654199643907
sigma_b.9,0.054271910425,0.015686956919106317,0.0343559544,0.051484027,0.083577891,1825.5891944478053,1.0001046370865072
sigma_b.10,0.10487683536225,0.026967467194597472,0.06984495119999999,0.10057254,0.155582807,1775.377735512155,0.9997940781689804
sigma_b.11,0.11645561749875,0.030681175133353826,0.07751704350000001,0.11120622499999999,0.1732558295,1825.9959703175625,1.0016930503017225
sigma_b.12,0.06474165748475,0.019774166899984503,0.039493258350000005,0.061317294999999994,0.10150133149999999,1611.2055180159905,1.0003150921852557
sigma_b.13,0.6987081891675,0.14252642609562774,0.5060893575000001,0.6794106,0.9540581959999999,1987.0529111651974,1.0000151581594368
sigma_b.14,0.2064923453625,0.05060974919635194,0.1408600485,0.198420135,0.2996962549999999,1491.7889385837284,1.0001017493395907
sigma_b.15,0.13101827690425,0.0333724653574211,0.0875110886,0.12605345499999998,0.1948426055,1759.2321626559178,1.0009391267955883
sigma_b.16,0.061465192815,0.019580688054928855,0.03578545545,0.0581181805,0.09842700624999995,1571.2291930679942,1.0008610951922412
sigma_b.17,0.3929217408075,0.09206769077183455,0.270393556,0.378812185,0.5642317474999999,1790.9248925431857,1.0011933579115342
sigma_b.18,0.11536923292925,0.030597542392319314,0.07630450865,0.110085665,0.172417359,1634.2040009329596,1.0006794315849985
sigma_b.19,0.11270479183325,0.03029492826716959,0.0749635348,0.10725141,0.16995343099999993,1560.2064613121652,1.0002207543853607
sigma_b.20,0.17540868505025,0.04365911859701068,0.1201682645,0.16807956,0.25760334249999994,1492.2805295883163,1.0001383577307505
sigma_b.21,0.3006308146875,0.07187174922864484,0.208962179,0.287583075,0.43640588199999997,1418.1217173431544,1.0000836327228586
sigma_b.22,0.3598528560375,0.08482127303877467,0.25131877550000004,0.34539390000000003,0.5147516179999998,1315.8906634789575,1.0002357812606053
sigma_b.23,0.20187062168325,0.05130477881513722,0.137490932,0.193363785,0.2944766259999999,1712.364557265978,1.0006479860797992
sigma_b.24,0.37496600742,0.08714876368952398,0.261913654,0.36009308,0.5307420634999999,1487.3977645586153,1.000350353336497
sigma_b.25,0.1218558558325,0.03512591307837186,0.07597068,0.1163943,0.187535715,1325.2990890957462,1.0020314480527066
sigma_b.26,0.035175646140025,0.01143624387590095,0.0199391339,0.033469534999999995,0.05612212819999998,1590.0737239124257,1.000452354227328
sigma_b.27,0.3226917089475,0.07777893817166194,0.223604452,0.309457475,0.4660835314999999,1639.4410720442597,1.00110474495316
sigma_b.28,0.16662101738750001,0.043067046745775994,0.1112845705,0.15907018499999998,0.24729436249999998,1586.7045651752917,1.00301121609649
sigma_b.29,0.118403230076,0.03415379421260197,0.07475305905,0.112481285,0.18102420949999998,1662.4907448135727,0.999822222070262
sigma_b.30,0.08819999698525,0.022285328934096647,0.0592092489,0.08471127549999999,0.13030881349999998,1782.8707443023993,1.0000059628745708
sigma_b.31,0.07593526607625,0.0219752661395572,0.046872854750000005,0.07235762300000001,0.116924822,1873.9203613149155,0.999754754681274
sigma_b.32,0.08270396144425,0.026118727894154953,0.04923321704999999,0.0785913435,0.13093668599999997,1571.3202631472373,1.001489143222281
sigma_b.33,0.2512676673,0.06254098255460884,0.17178596599999998,0.240132855,0.3648542569999999,1598.825667919727,0.9997736227661862
sigma_b.34,0.136028078302,0.03480564596322625,0.09166100599999999,0.12941922500000003,0.20179665499999994,2005.465891244633,1.0005523711318423
sigma_b.35,0.114892453071,0.03076230268791137,0.07517334500000002,0.110014045,0.1708041104999999,1721.8140283820549,1.0010501459995844
sigma_b.36,0.3336998756775,0.07618475475367921,0.2315307885,0.32266747,0.47864466449999993,1449.680075892138,1.0025691315135787
sigma_b.37,0.2181073482125,0.054856178046526,0.14738654250000002,0.20826810499999998,0.3183259329999999,1380.2153544505102,1.0006452459914708
sigma_b.38,0.2387526670875,0.05795332504763425,0.163618645,0.22902023999999999,0.34516153,1339.9741078086192,1.0001327614087832
sigma_b.39,0.54065033049,0.11462353346159519,0.387751948,0.5232823799999999,0.7515480914999999,1380.25211215472,1.0007464593532018
sigma_b.40,0.405030195755,0.09422329693931393,0.28245526,0.38951565499999996,0.5769272759999999,1603.2825325597667,1.0001949709321147
sigma_b.41,0.335058954775,0.08132887120495132,0.228819295,0.32233101,0.48477259699999975,1360.0518060002507,1.0004537036881582
