K,pc,feature,group,loading,ci_lo,ci_hi,reliable
2,PC1,per90_goals,Attacking output,-0.5893634860640529,-0.6192312325428315,-0.5605325624458029,TRUE
2,PC1,per90_assists,Attacking output,-0.4014286732996496,-0.4392661480870484,-0.36342294891831417,TRUE
2,PC1,per90_xg_shot,Attacking output,-0.7051392340385898,-0.7429774849557984,-0.6677413081761371,TRUE
2,PC1,per90_xg_assist,Attacking output,-0.5518782709973994,-0.5979390671773488,-0.5037743614293931,TRUE
2,PC1,per90_shots,Attacking output,-0.7879798241695976,-0.8273760782799316,-0.7490362896856443,TRUE
2,PC1,per90_head_shots,Attacking output,-0.2217197989414108,-0.27354722156624856,-0.17144756905296912,TRUE
2,PC1,per90_received_pass,Passing volume,0.4411260066374886,0.3916944457850433,0.4925638861570173,TRUE
2,PC1,per90_passes,Passing volume,0.5687698902724218,0.5206951494193977,0.61843394775611,TRUE
2,PC1,per90_forward_passes,Passing volume,0.8131157306684563,0.7730425351580549,0.8544399367292747,TRUE
2,PC1,per90_back_passes,Passing volume,-0.3963387226420417,-0.4490797788954712,-0.3419714567026232,TRUE
2,PC1,per90_lateral_passes,Passing volume,0.6353200272927666,0.592566109539911,0.6788100244614214,TRUE
2,PC1,per90_long_passes,Passing volume,0.783881579349044,0.7452177116506995,0.824180824735675,TRUE
2,PC1,per90_smart_passes,Passing volume,-0.38840616209865236,-0.42817201972718194,-0.3484431800504143,TRUE
2,PC1,per90_progressive_passes,Passing volume,0.696075460750161,0.6527473807613696,0.7410230541562983,TRUE
2,PC1,per90_passes_to_final_third,Passing volume,0.5347815290889079,0.4922977243777435,0.5784982852376125,TRUE
2,PC1,per90_key_passes,Passing volume,-0.5698265596700031,-0.6177062431018452,-0.5209598952019627,TRUE
2,PC1,per90_through_passes,Passing volume,-0.15528662782664823,-0.20164501962310333,-0.10842323194510738,TRUE
2,PC1,per90_crosses,Passing volume,-0.449972377092847,-0.502942122470097,-0.39522540043349114,TRUE
2,PC1,per90_shot_assists,Passing volume,-0.608092491856772,-0.6585075735198154,-0.5548521587261298,TRUE
2,PC1,rate_successful_passes,Passing quality,0.508275620027937,0.46544404244936927,0.5523848787715286,TRUE
2,PC1,rate_successful_progressive_passes,Passing quality,-0.035938221687877726,-0.0789211761748235,0.008584150215985242,FALSE
2,PC1,per90_dribbles,Progressive actions,-0.7283097493656772,-0.7758630837239063,-0.6802471320122593,TRUE
2,PC1,per90_progressive_run,Progressive actions,-0.4272460275635915,-0.47361911460342415,-0.38048369920779,TRUE
2,PC1,per90_accelerations,Progressive actions,-0.42038522801154643,-0.4635691079930321,-0.3770469936485481,TRUE
2,PC1,rate_successful_dribbles,Progressive actions,0.296761325743424,0.2612808673415605,0.3317959836601164,TRUE
2,PC1,per90_touch_in_box,Attacking output,-0.7879126694538974,-0.8257712039025901,-0.750590579357528,TRUE
2,PC1,per90_losses,Defending,-0.5301180287504197,-0.5717178244782537,-0.48793339912637673,TRUE
2,PC1,per90_own_half_losses,Defending,0.5247633287591602,0.48554750317349693,0.564518016163159,TRUE
2,PC1,per90_dangerous_own_half_losses,Defending,0.5565042092740358,0.5220342201004853,0.5904103717295699,TRUE
2,PC1,per90_recoveries,Defending,0.8915972791928212,0.8557396820164915,0.9278545938761334,TRUE
2,PC1,per90_opponent_half_recoveries,Defending,0.0958674921441627,0.047834113560638936,0.14445148541820493,TRUE
2,PC1,per90_dangerous_opponent_half_recoveries,Defending,-0.252701498572989,-0.29389187544636675,-0.21105472250734014,TRUE
2,PC1,per90_interceptions,Defending,0.806139919520943,0.7687820885564042,0.8429631157770926,TRUE
