K,pc,feature,group,loading,ci_lo,ci_hi,reliable
2,PC1,per90_clearances,Defending,0.7837551036570322,0.739069185607934,0.8261247598522877,TRUE
2,PC1,per90_shots_blocked,Defending,0.7082618222512124,0.6666185505454154,0.7499109798329838,TRUE
2,PC1,per90_defensive_duels,Dueling,0.36990514395998725,0.32517193755274976,0.4155965814482425,TRUE
2,PC1,per90_offensive_duels,Dueling,-0.8032164591740334,-0.8463567200031198,-0.7596700410602837,TRUE
2,PC1,per90_aerial_duels,Dueling,-0.057724963696774774,-0.10912342403082582,-0.007942287911712503,TRUE
2,PC1,per90_pressing_duels,Dueling,-0.5042580811001037,-0.5346921882338888,-0.47309874167889004,TRUE
2,PC1,per90_loose_ball_duels,Dueling,-0.3879937755276226,-0.4296202692767918,-0.3466223280534481,TRUE
2,PC1,per90_sliding_tackles,Defending,0.2582169228442661,0.22072450774017943,0.2969302394950827,TRUE
2,PC1,per90_dribbles_against,Defending,0.44130956205900457,0.39760100441882784,0.4844659436663474,TRUE
2,PC1,rate_defensive_duels_won,Defending,0.5005706893714711,0.4665751525913043,0.5349477907412783,TRUE
2,PC1,rate_offensive_duels_won,Dueling,0.37880307728274215,0.34035528509309565,0.41830293194209434,TRUE
2,PC1,rate_aerial_duels_won,Dueling,0.6421568911812042,0.5998253281089717,0.6851321935923838,TRUE
2,PC1,per90_fouls,Discipline,-0.1350908327558463,-0.18125792883143543,-0.08855866005492685,TRUE
2,PC1,per90_fouls_suffered,Discipline,-0.532265321065038,-0.5792023893863268,-0.48700229565073017,TRUE
2,PC1,per90_yellow_cards,Discipline,0.1921947940076302,0.15324076145082802,0.23162690487358334,TRUE
2,PC2,per90_goals,Attacking output,-0.12546172350956647,-0.1318198692705122,-0.11932429312399082,TRUE
2,PC2,per90_assists,Attacking output,0.3606717184956579,0.3427487355091316,0.3796092778771885,TRUE
2,PC2,per90_xg_shot,Attacking output,-0.190273841863563,-0.22054748572286365,-0.15934520183692766,TRUE
2,PC2,per90_xg_assist,Attacking output,0.5101191279227117,0.49091155091833766,0.5313932062861866,TRUE
2,PC2,per90_shots,Attacking output,0.04063611001150065,0.010131821944059233,0.0720602132168898,TRUE
2,PC2,per90_head_shots,Attacking output,-0.5243685300909241,-0.5524210475401697,-0.4962520791745112,TRUE
2,PC2,per90_received_pass,Passing volume,0.6796101980568197,0.6525688025932745,0.7074477363841942,TRUE
2,PC2,per90_passes,Passing volume,0.6585339135824074,0.6296892670923584,0.6879798973064235,TRUE
2,PC2,per90_forward_passes,Passing volume,0.4474799898911348,0.41373583786794144,0.4802619832168008,TRUE
2,PC2,per90_back_passes,Passing volume,0.597983952968175,0.5746932017140045,0.6228836307818298,TRUE
2,PC2,per90_lateral_passes,Passing volume,0.47800235739893293,0.4464455862517314,0.5081087136916037,TRUE
2,PC2,per90_long_passes,Passing volume,0.2944652798032458,0.2617708537022201,0.3276605907788557,TRUE
2,PC2,per90_smart_passes,Passing volume,0.42235011964280894,0.40498152485413136,0.44035424090285014,TRUE
2,PC2,per90_progressive_passes,Passing volume,0.5515324735135393,0.5212440082653975,0.5823715268309473,TRUE
2,PC2,per90_passes_to_final_third,Passing volume,0.5028185480961455,0.47363776510231614,0.5307086788659738,TRUE
2,PC2,per90_key_passes,Passing volume,0.504556982336234,0.4828810598180985,0.5276180890848512,TRUE
2,PC2,per90_through_passes,Passing volume,0.5265884980963106,0.5056765899414262,0.546899008582695,TRUE
2,PC2,per90_crosses,Passing volume,0.4787667788600963,0.4504165376213509,0.5078041996208895,TRUE
2,PC2,per90_shot_assists,Passing volume,0.5897810897150692,0.5683457834249235,0.6122965726221142,TRUE
2,PC2,rate_successful_passes,Passing quality,0.18930902420607015,0.1578546381026512,0.22191709394253661,TRUE
2,PC2,rate_successful_progressive_passes,Passing quality,0.4743763979451653,0.4549104956474901,0.4940828123971023,TRUE
2,PC2,per90_dribbles,Progressive actions,0.3822270475655915,0.3549881969563051,0.412101270181528,TRUE
2,PC2,per90_progressive_run,Progressive actions,0.43798589147949135,0.41507518356604484,0.46323659412313223,TRUE
2,PC2,per90_accelerations,Progressive actions,0.3480697621529146,0.32432268767917627,0.3719151102055964,TRUE
2,PC2,rate_successful_dribbles,Progressive actions,0.09557576459583104,0.07035250537419499,0.11953808492631562,TRUE
2,PC2,per90_touch_in_box,Attacking output,-0.043498765100659614,-0.0744126846959089,-0.011507794410592326,TRUE
2,PC2,per90_losses,Defending,0.10121792952743434,0.07106946346171147,0.13123829046522767,TRUE
2,PC2,per90_own_half_losses,Defending,-0.01573129303276442,-0.04409564007705648,0.012060311862073125,FALSE
2,PC2,per90_dangerous_own_half_losses,Defending,-0.09142900334971198,-0.1167907801260682,-0.0672546377913926,TRUE
2,PC2,per90_recoveries,Defending,0.09646934293664745,0.06243479905067156,0.1298773041968197,TRUE
2,PC2,per90_opponent_half_recoveries,Defending,0.4053158292266161,0.3765932668702767,0.4344687073126359,TRUE
2,PC2,per90_dangerous_opponent_half_recoveries,Defending,0.34568185395034434,0.32372270507058687,0.3682267547737894,TRUE
2,PC2,per90_interceptions,Defending,0.018465490508462662,-0.014222274272322172,0.04956226584677241,FALSE
2,PC2,per90_clearances,Defending,-0.2536240570705612,-0.28328925142538885,-0.22462216616465525,TRUE
2,PC2,per90_shots_blocked,Defending,-0.20384022339079688,-0.23259397350718808,-0.1752981949605941,TRUE
2,PC2,per90_defensive_duels,Dueling,0.2325423807035112,0.20176263181676068,0.26244076738504,TRUE
2,PC2,per90_offensive_duels,Dueling,0.22788095115250537,0.19674469509827874,0.2584752365546501,TRUE
2,PC2,per90_aerial_duels,Dueling,-0.5678037250049858,-0.5926218243886211,-0.544722691767124,TRUE
2,PC2,per90_pressing_duels,Dueling,-0.08342087877653417,-0.10705333423542426,-0.060064326672644844,TRUE
2,PC2,per90_loose_ball_duels,Dueling,-0.29236237711848095,-0.3207765873246371,-0.2651547196812155,TRUE
2,PC2,per90_sliding_tackles,Defending,0.034431664753821596,0.007951413361472218,0.060221897569167425,TRUE
2,PC2,per90_dribbles_against,Defending,0.27928448105790304,0.24914662775557023,0.30844429374045845,TRUE
2,PC2,rate_defensive_duels_won,Defending,7.039985735875664e-4,-0.024636268463026384,0.02488289602908665,FALSE
2,PC2,rate_offensive_duels_won,Dueling,0.2956371395058154,0.2702817670287943,0.3214877076624431,TRUE
2,PC2,rate_aerial_duels_won,Dueling,-0.18315788418664566,-0.21265612389479238,-0.1549992236812519,TRUE
2,PC2,per90_fouls,Discipline,-0.17764899927887773,-0.2072159116283252,-0.14925864076096146,TRUE
2,PC2,per90_fouls_suffered,Discipline,0.187373944434766,0.15707930361002997,0.21714646287591938,TRUE
2,PC2,per90_yellow_cards,Discipline,-0.08317360309895673,-0.10913448756608438,-0.057369062514480235,TRUE
