player_id,pca_score_1_mean,pca_score_1_sd,pca_score_1_q05,pca_score_1_q95,pca_score_2_mean,pca_score_2_sd,pca_score_2_q05,pca_score_2_q95
12,-1.3084285364207089,0.16039494568074414,-1.5791335179227703,-1.0409388322629565,-0.5975399080130702,0.18071135361482557,-0.8971733313547852,-0.30200611903884705
33,-0.9603376135968461,0.15322884491771258,-1.2198349282041225,-0.7073590300999176,-1.6436314380686254,0.14455690324382697,-1.8706240520032853,-1.3951443434342061
38,-1.553804903251019,0.16155905355947822,-1.8206921512619834,-1.2851959752632036,2.002801197303634,0.17887986184973917,1.7077759475597631,2.2828457011524512
99,-1.0349808848384892,0.16086304284861624,-1.3100508026283777,-0.7831526134497668,-1.93350028922187,0.19027800230849676,-2.2378288598672125,-1.6319901031570554
118,1.9121201124645602,0.16631237739623472,1.6338825608281085,2.1804813081303926,0.20294367864901283,0.19650750228140013,-0.10714393586400231,0.5342628731261366
145,0.4744519665442724,0.17522464828951848,0.20046573914002286,0.7792075748452536,-0.12287194680189424,0.21063590361836282,-0.4503179661130982,0.22905560411426668
151,1.2034077807915349,0.1416660035669275,0.9644774936153424,1.4365161761221787,-0.7758619124246248,0.15199231045486183,-1.0239169084477149,-0.5232914911292642
253,0.8894594704262511,0.1765455943094973,0.598379066908274,1.1794530438775142,1.0571281405913022,0.2124096179558057,0.7184195844979311,1.4149333767192387
254,-0.4205924376910382,0.1353524431975815,-0.6343624122472146,-0.20943869755084388,0.5370450611787433,0.12668052314283254,0.3231469255348985,0.7422327299768211
267,1.095345113951346,0.15477986694642357,0.8455226787915953,1.348222459898769,-1.122985579227656,0.15866198417751415,-1.3777208778087673,-0.8716680219326749
312,-1.0072938437193741,0.13619129765058488,-1.2248605659957545,-0.7829348047291941,0.518102142408659,0.12690775348682404,0.3121431624576278,0.7303388857552943
1720,1.3383421384356213,0.158633156525899,1.0910057203567392,1.5992557246214587,-0.41652087504723123,0.18371892564226389,-0.7307880457415147,-0.12474253528744629
1751,1.3303779284534887,0.18308222340109212,1.0323066486027734,1.63717227130661,0.40471466118776395,0.2258971575816148,0.012640149596023647,0.7629988197356797
3266,-0.9925431844887078,0.15841516359424654,-1.2475126768181275,-0.7168766012457122,-1.9099358736392296,0.15696439392748446,-2.183969661488908,-1.6560861782080556
3267,-0.9370114828795163,0.1442008382902331,-1.1752304998661165,-0.7127370448435789,-1.877958792939131,0.14018518023989382,-2.0962279044377365,-1.6421315168265576
3269,-0.35389029340453704,0.15757794389056365,-0.6060625520515143,-0.09599179199264093,3.1929180168063316,0.1227904371071216,2.9876834344349605,3.393124003429957
3270,-0.626538559966074,0.13422431033940202,-0.8466678859405025,-0.4082947291641651,0.6919893534201448,0.12651673892416568,0.4884115804531106,0.8991032671010617
3274,-1.520856888032991,0.15167416678958914,-1.7735752766730772,-1.2754530542605975,1.3185645187219683,0.16813314713633068,1.0399376908704436,1.5961601715192109
3275,-1.1793161752925776,0.1778217280632826,-1.4643134401072364,-0.8906276060842341,-0.8572428783395009,0.21185795753492698,-1.2170479919765567,-0.5033314876643097
3276,-1.369685015924539,0.15222278555497076,-1.6141357527827456,-1.111064606588935,-0.1224629446208692,0.18030612121196093,-0.42600394702265476,0.15685972065189896
3277,-1.578739796021067,0.12880502681419373,-1.7965554222579823,-1.3782687616398934,0.32568789647507734,0.14178752917623247,0.0743013936302592,0.5538652453965592
3280,0.06861767815422429,0.16279643466879415,-0.18845413996716137,0.35327491304942743,2.9826477284037582,0.13976254693948853,2.7505698004805375,3.219963990347896
3281,0.5321765641310716,0.17424966049890867,0.250553880496437,0.823833290692764,-0.4887217943502441,0.2143971230450711,-0.8241817507934502,-0.13500534563351632
3282,0.9658415750750243,0.14605346767711305,0.7395531035351656,1.2205500555304178,1.7511568131280106,0.1268093099188039,1.5450500062126022,1.9678318801360255
3284,1.135685755653099,0.16008466376251287,0.8655923103369116,1.405771597232136,0.7205292175427631,0.18332992761777855,0.39677203244196335,1.0123814864139242
3285,0.5403065579187498,0.18441292146549787,0.2389645701195097,0.8483874710009813,1.3435463297546815,0.22335256498381695,0.9740253175790701,1.7099043163638252
3286,-0.31028239880971525,0.13845660332720092,-0.530786850000231,-0.08623803413264836,2.0107623137216395,0.11179623368675609,1.8223111667659002,2.1859342622791225
3287,1.2591927384106987,0.12850015703622913,1.0432219572253363,1.4642288519395144,-0.5631812617661219,0.1296597262774563,-0.7742738885874023,-0.3494488355250546
3290,1.2539522696639493,0.13519845751393944,1.0414524582242082,1.4746346305142588,-1.0605634963433361,0.1477069037723928,-1.3022163816748065,-0.8175890919394494
3291,1.306620473985934,0.13332182255255834,1.0831403340800787,1.5265661469232865,-0.7813248689778638,0.13972654720521915,-1.0103423020381297,-0.544589388152502
3293,1.3026602022802296,0.13672380005622492,1.0779100438474338,1.5358272812457554,0.25042530092742976,0.14967179165410988,5.97569521193374e-4,0.4975089056650859
3294,1.450600710131181,0.1390886400058706,1.2235216673202243,1.6799566383831497,-0.37167975996026836,0.152621400802393,-0.6202088734999209,-0.12786994954312275
3296,-1.2103457885008488,0.15040973646345362,-1.464373295292563,-0.9651482682472937,-1.466953090029509,0.16273127723430053,-1.7242325496321609,-1.196713281484877
3297,-0.8717786200036385,0.1998236093007158,-1.2019663060062535,-0.5471295266503847,-2.392316124652876,0.21722037490731508,-2.763782618923079,-2.043596581155171
3299,-1.046160469715229,0.14110358888479785,-1.2918429418747785,-0.8356020894258986,-1.8759815767427805,0.13554708186957773,-2.088031734134006,-1.646289687223845
3300,-1.5473385590909012,0.12792213535838295,-1.7507242046786076,-1.3207775984311145,0.769066804202636,0.14454654005790848,0.5372517752607459,0.9975655276061149
3301,-0.16918630372913085,0.180699021974679,-0.45007629699303414,0.12656625842842492,1.3914204858503798,0.22833549266422415,1.0176786246198257,1.7526371521197666
3304,-1.0273824974856554,0.1318948774768742,-1.2430063761019317,-0.8016066213449783,0.7693797001502654,0.11993630536089363,0.5771394455973881,0.9726473654596929
3305,-1.3642242396238078,0.1563087977368003,-1.6189877914863673,-1.1065529737594262,0.8108323744498793,0.16907126722270155,0.5300560962378633,1.0983404932215743
