variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail
lp__,-61568.98100725,-61567.008499999996,291.40871142605494,289.7022639000053,-62052.1866,-61101.6619,1.003317931591145,765.8666093232157,1447.6143729783994
nu,5.66719353505,5.6663041,0.0806476127619823,0.08067686508000084,5.535828455,5.80281208,1.0000737415968683,2949.231519053629,3307.7372678296
lambda_a_diag[1],0.719151854945,0.718643295,0.017406550903323593,0.017458704711000014,0.6907265125000001,0.7482330505,1.0114713342833117,503.8461432672073,1682.9331431057346
lambda_a_diag[2],0.442285261205,0.442335335,0.014618363500771269,0.01459183815600002,0.4186092945,0.4666362615,1.0120022959123331,823.4725371187893,1569.9285941375051
lambda_a_diag[3],0.13529953421175,0.13534834,0.012353388395599714,0.012414580751999972,0.1154020845,0.15604395549999997,1.012789588210395,527.1698706719467,1414.0640420520529
lambda_a_free[1],0.3040178610825,0.30473858499999995,0.018351717131409196,0.017840970881999946,0.273068528,0.3343750255,1.024060487065422,218.84844446045068,569.4861123967731
lambda_a_free[2],0.821208044285,0.82036706,0.017977685377031413,0.017786173986000027,0.7929487734999999,0.8514444419999999,1.016126130560908,326.2218677532531,983.9664328502943
lambda_a_free[3],0.353611246275,0.354398785,0.023238111984804695,0.022949484158999986,0.3142765615,0.39121377199999996,1.0301539562598852,165.48731530697995,508.5725227764392
lambda_a_free[4],0.77494083434,0.77495419,0.019654472937473945,0.019052351450999996,0.7425546274999999,0.807818339,1.029186751128918,201.40790533189582,778.9209495003158
lambda_a_free[5],0.48236859596,0.48232561,0.023979942070814952,0.023940075935999956,0.4437953625,0.522275514,1.0074542908566753,297.55972346496475,846.426693852946
lambda_a_free[6],-0.3428179797925,-0.34261810000000004,0.027434692396367075,0.026988019842000065,-0.387475176,-0.297617624,1.0271051576196628,160.79440301586382,350.2135842598328
lambda_a_free[7],-0.47144680459,-0.471531665,0.0266828771293137,0.026287002084000016,-0.5151661710000001,-0.42681035550000007,1.0256072364987843,161.19530193657604,295.06759404073904
lambda_a_free[8],-0.7276505675,-0.72786414,0.022846680565588227,0.02283419718300001,-0.7648759265,-0.6890724490000001,1.0246345994585497,165.6584647766457,479.1477645672623
lambda_a_free[9],0.246931215345,0.24728919,0.02714758589142893,0.02752848684600002,0.201679943,0.291313138,1.0261761762617558,157.22133063798108,492.1277537731306
lambda_a_free[10],-0.4505813054825,-0.45074794,0.026405910161381527,0.026896291379999996,-0.4936778075,-0.406379727,1.0250833745710994,169.46633794651117,423.89117803470043
lambda_a_free[11],-0.7424206136475,-0.7421163850000001,0.021357701005831998,0.02135620806900005,-0.777372231,-0.7076746595000001,1.0161189045952346,244.89411602144312,807.4017451110092
lambda_a_free[12],0.290305587215,0.29073505,0.01876366373129018,0.01854869740500001,0.25838924150000003,0.3200646145,1.0275275950452478,174.03448776562897,592.1705273566614
lambda_a_free[13],-0.7322519721725,-0.7320749,0.021642457242510994,0.02174100948600001,-0.767011069,-0.6971980375000001,1.015554078172658,199.4235209782479,567.806961529349
lambda_a_free[14],-0.46145989923,-0.46093180499999997,0.02388080322780931,0.023730703164000003,-0.50190125,-0.42260723,1.0210445059484943,185.72113206970133,558.8060047356556
