"player_index","player_id","player_name","archetype","cluster","pc1_score","pc2_score","pc3_score","n_seasons"
109,3468,"J. Cala","Centre backs",1,4.39324735262462,-3.51394936303663,-0.461956357808518,5
110,3470,"José Campaña","Midfielders",5,1.06556041533958,3.12238517623827,0.577618074882645,6
111,3474,"Jesús Navas","Midfielders",5,0.250035529210895,4.84270506439168,-0.771581371164404,8
112,3476,"I. Rakitić","Midfielders",5,1.13753700369467,3.50454405229675,3.09485744830963,10
113,3477,"José Antonio Reyes","Attacking midfielders",2,-3.60349458099198,4.63596705336048,-0.518737940270998,3
114,3479,"Manu del Moral","Attacking midfielders",2,-3.90154240607951,-0.20012511657386,0.593702833996735,1
115,3483,"Álvaro Negredo","Forwards",4,-5.29135109179266,-4.29302611920775,1.50898682523111,5
116,3484,"Luis Alberto","Attacking midfielders",2,-4.92338254179877,1.5677747108836,1.11228675782536,1
117,3493,"Miguel Flaño","Centre backs",1,3.49151108993274,-3.9524633039506,-0.327136677728127,1
118,3496,"Sergio Postigo","Centre backs",1,4.88835437333841,-1.84840633267813,0.243809800162825,5
119,3501,"Álvaro Cejudo","Midfielders",5,-0.944993390139895,2.225109660443,-2.05279546856679,2
120,3503,"R.García Escudero","Forwards",4,-3.3105632018576,-1.98215873829862,0.0424140176844471,10
121,3505,"R. Loé","Defensive midfielders",3,3.07738916630707,-0.6164116622133,-0.321067680366774,1
122,3510,"David Timor","Defensive midfielders",3,3.21052558717819,-0.350307927132329,0.443455220062128,4
123,3511,"Roberto Torres","Attacking midfielders",2,-2.65799499963481,1.71603907988135,0.0906951717309862,4
124,3523,"F. Lejeune","Centre backs",1,4.81721309864062,-1.6570462243347,1.3308594887001,7
125,3526,"M. Musacchio","Centre backs",1,4.99538769816157,-2.88479549368521,0.767338800657132,3
126,3527,"Kiko Olivas","Centre backs",1,4.31609753411452,-2.25085045720826,1.07666898192617,2
127,3529,"Mario Gaspar","Defensive midfielders",3,2.63665554122066,0.464050231624332,-1.18011191029477,8
128,3534,"Jaume Costa","Defensive midfielders",3,2.11236615156542,1.37720860022609,-1.30329260589641,9
129,3536,"Moi Gómez","Midfielders",5,-0.818398816233706,2.35874006180107,0.914102081589067,11
130,3537,"Cani","Midfielders",5,-0.481343342134628,2.2988603339298,0.442616334603897,1
131,3538,"M. Wakaso","Defensive midfielders",3,0.945957122913014,0.97814174232146,-1.2316682849567,5
132,3539,"H. Pérez","Attacking midfielders",2,-3.09361248007743,0.552812391543186,-1.93658633218968,4
133,3541,"Bruno Soriano","Defensive midfielders",3,3.90048063595636,1.23595299218251,3.34902912188062,3
134,3542,"Manu Trigueros","Midfielders",5,1.28905333687311,2.75269793749605,1.88875325647162,9
135,3548,"G. Rossi","Forwards",4,-5.09456820383259,-1.31429977582856,2.32167548013275,2
136,3556,"M. Demichelis","Centre backs",1,5.21228562037363,-2.65015840762656,0.44765225362423,1
137,3557,"Jesús Gámez","Defensive midfielders",3,2.8872158572587,1.12843588386274,-2.32464690769097,2
138,3560,"Nacho Monreal","Defensive midfielders",3,1.58631945430298,0.105674418234609,0.0469184495885871,2
139,3561,"Weligton","Centre backs",1,5.80211179554056,-2.28165479296207,-0.242757901834775,2
140,3562,"Sergio Sánchez","Centre backs",1,5.57404489041608,-1.725623802145,0.843573402302776,1
141,3563,"Isco","Attacking midfielders",2,-3.50656426349591,5.95117875521728,2.86901781891494,10
142,3565,NA,"Midfielders",5,-2.51787847867672,5.8966008955537,1.12757632941649,2
143,3566,"Ignacio Camacho","Defensive midfielders",3,3.92026953482582,0.277970779084791,0.199276888154093,3
144,3567,"Santi Cazorla","Midfielders",5,-0.517570489886336,4.49549671451124,1.98208544469751,3
145,3568,"Recio","Defensive midfielders",3,1.20524143185561,1.3728509144706,0.651133154094355,7
146,3571,"Joaquín","Attacking midfielders",2,-3.17791783431909,2.94359675744229,1.69246846854562,8
147,3572,"Portillo","Midfielders",5,-1.5516063752008,2.48453796094789,0.386415259190343,5
148,3576,"Juanmi","Forwards",4,-4.44644111902742,-3.40745854722308,0.885149999738254,9
149,3577,"S. Rondón","Forwards",4,-4.03192209585831,-4.44946953850802,0.375001194916184,1
150,3585,"Antonio Amaya","Centre backs",1,6.23630350180818,-3.11312076151196,-0.0819676049947953,2
151,3588,"Chechu Dorado","Centre backs",1,5.40992485754806,-1.15423979860809,1.01005122215157,2
152,3594,"José Alberto Cañas","Centre backs",1,4.8612671110359,-0.162631704023548,0.562782082750553,2
153,3595,"Beñat Etxebarria","Midfielders",5,1.70356852055502,4.41782644563447,1.3497063830097,5
154,3598,"Álex Martínez","Defensive midfielders",3,1.19764842251401,1.32802519829787,-1.6722771626658,1
155,3602,"Salva Sevilla","Midfielders",5,0.709262263952372,2.47992430269886,2.59385484977985,4
156,3603,"Álvaro Vadillo","Attacking midfielders",2,-4.10610664595697,1.32524953874529,-0.673030720617513,1
157,3604,"Rubén Castro","Forwards",4,-5.3832245197235,-2.07318028739078,3.35163073356501,2
158,3605,"Jorge Molina","Forwards",4,-5.73943190255014,-2.9165148622906,1.05665522382822,6
159,3608,"R. Santa Cruz","Forwards",4,-3.3754117234413,-1.89614175115105,2.47203285629575,1
160,3629,"Viguera","Attacking midfielders",2,-3.95216049129672,-0.675170397518175,-0.299060604580901,2
161,3642,"Iván Ramis","Centre backs",1,5.23829350885435,-2.6981114086677,1.34948049848048,6
162,3644,"Pedro Bigas","Centre backs",1,4.8544577633191,-1.01222303426416,1.14651926209657,9
163,3645,"Chory Castro","Attacking midfielders",2,-3.03536160951098,2.84063778439889,-0.588810359588103,4
164,3650,"Tomás Pina","Defensive midfielders",3,2.56858887635694,-0.97779469050279,-0.178800481009243,7
165,3651,"Abdón Prats","Forwards",4,-4.86052158639023,-5.4755666815184,0.314919114325713,4
166,3653,"F. Tissone","Defensive midfielders",3,3.88103019869111,2.11289910365822,0.644663943784778,1
167,3655,"Víctor Casadesús","Forwards",4,-3.35634045724803,-1.33909410505952,1.8453061387569,2
168,3656,"Álvaro Giménez","Forwards",4,-3.09654908829904,-4.80058942071423,0.581978544469082,1
169,3657,"T. Hemed","Forwards",4,-4.42656132643312,-4.93437315608151,1.90420616293411,1
170,3665,"Ansotegi","Centre backs",1,4.84939839548341,-4.13787395145945,0.699171064787245,2
171,3667,"Alberto De La Bella","Defensive midfielders",3,2.68806309016579,1.60173142491052,-1.28003027966514,3
172,3670,"Mikel González","Centre backs",1,4.84019233949218,-2.61362211604095,-0.252601883011577,3
173,3671,"Íñigo Martínez","Centre backs",1,4.68111150817576,-0.842439365439068,1.25375747261737,11
174,3672,"Carlos Martínez","Defensive midfielders",3,3.33962755237984,1.72347852176347,-2.02420163475972,3
175,3674,"Markel Bergara","Centre backs",1,2.22174826070334,-2.35369008674261,0.26463884801319,3
176,3675,"Gorka Elustondo","Centre backs",1,4.51590631727147,-0.487905742833356,0.0215017390211203,2
177,3676,"Asier Illarramendi","Defensive midfielders",3,3.83338337500637,3.20933664570348,1.01829478006597,6
178,3677,"Rubén Pardo","Defensive midfielders",3,2.06350482909698,2.55879622571054,1.82308671373505,4
179,3678,"Xabi Prieto","Midfielders",5,-1.47543413373157,1.36165824827453,2.43896817123706,4
180,3680,"David Zurutuza","Defensive midfielders",3,1.27302237900497,1.1167815905961,0.770121274666963,4
181,3681,"Imanol Agirretxe","Forwards",4,-5.38944543663382,-4.1661847730473,2.78900035268127,2
182,3682,"A. Griezmann","Attacking midfielders",2,-3.63412312364339,1.06919065455406,2.80545816138906,12
183,3685,"C. Vela","Attacking midfielders",2,-5.31631058877794,2.20185966698855,1.87460942895905,3
184,3691,"Domingo Cisma","Defensive midfielders",3,4.77570573308792,3.54897903200429,0.0197860945132875,1
185,3692,"B. Espinosa","Centre backs",1,5.20177137932449,-3.41294027674974,1.08079604837264,5
186,3695,"Álvaro Soberón","Centre backs",1,5.45489526436795,-2.02042478411014,0.894777071756926,5
187,3704,"Pape Diop","Defensive midfielders",3,2.41630399547179,-1.00474131565514,0.136028188898209,6
188,3705,"Adrián González","Defensive midfielders",3,0.704412649958946,-1.35251608691176,1.40404197389623,4
189,3708,"J. Samperio","Attacking midfielders",2,-2.73208896409322,-0.374726173326973,-1.3651418226722,1
190,3714,"C. Stuani","Forwards",4,-5.60041394665303,-7.21465929706488,1.24478184129365,6
191,3735,"Juankar","Defensive midfielders",3,0.954741678629587,0.940941343306698,-1.98267557060617,4
192,3738,"Lafita","Forwards",4,-4.32286974559337,-1.28618624554553,-0.790686496258381,1
193,3750,"Mikel Balenziaga","Defensive midfielders",3,2.02384571587827,0.574911572262666,-2.4017044567412,8
194,3779,"Alberto Bueno","Attacking midfielders",2,-3.34160967438154,-0.24118197539733,2.69730007391915,2
195,3780,"Manucho Gonçalves","Forwards",4,-3.99885054871593,-6.36240198517992,1.49222931970337,2
196,3781,"Javi Guerra","Forwards",4,-5.9045427796377,-3.60875315065023,2.6343387954272,2
197,3787,"Víctor Álvarez","Defensive midfielders",3,-0.17317548239654,-0.32669678276482,-2.02846392924667,2
198,3788,"J. Amat","Centre backs",1,4.8032132586767,-1.30229917199473,0.426071164296192,2
199,3790,"Carlos Clerc","Defensive midfielders",3,1.50391973721873,1.81080533181133,-2.33365550316022,5
200,3791,"Z. Feddal","Centre backs",1,5.95089016677443,-1.17483031199788,1.54460802853202,5
201,3795,"H. Moreno","Centre backs",1,5.05925492952748,-0.883396495205355,2.11326467291026,3
202,3797,"Víctor Sánchez","Defensive midfielders",3,2.70803541508392,1.27121732617238,-1.71299975558396,6
203,3798,"Dídac Vilá","Defensive midfielders",3,2.12443157217337,0.931757404481441,-2.44723864024969,4
204,3801,"Raúl Baena","Defensive midfielders",3,2.2800449069439,-1.37376404839472,0.594394163746396,2
205,3802,"Philippe Coutinho","Attacking midfielders",2,-4.37630230780148,4.58071840697421,3.64717290634277,4
206,3803,"Sergi Darder","Midfielders",5,-0.526901253285944,2.21426483441323,0.685658989683798,9
207,3804,"Álvaro Vázquez","Forwards",4,-5.43679420760305,-3.80830929011618,1.04375482540501,2
208,3806,"Javi López","Defensive midfielders",3,3.06009666225664,0.767257176909709,-2.76758684176006,6
209,3808,"Javi Márquez","Defensive midfielders",3,0.758073715237838,1.10426053080891,0.594166834556232,2
210,3812,"Joan Verdú","Midfielders",5,-0.468620116511455,3.09616618993134,2.27404929374451,1
211,3814,"T. Bifouma","Attacking midfielders",2,-6.40141479578345,0.257356462917531,-0.044006897153615,1
212,3816,"Sergio García","Attacking midfielders",2,-5.54365642161709,0.833850961072449,0.861458629369548,3
213,3819,"K. Uche","Forwards",4,-4.36610810312135,-4.32462537502107,3.02581763535433,1
214,3826,"Roberto Lago","Defensive midfielders",3,3.03115598222407,0.2693869334996,-1.09402417910269,2
215,3827,"Hugo Mallo","Defensive midfielders",3,2.81636985287666,1.55909236099838,-1.39441658567135,9
216,3828,"Raúl Navas","Centre backs",1,5.29370820197158,-0.864639782845954,1.50379587274873,5
217,3829,"Oier Sanjurjo","Defensive midfielders",3,2.52037740379833,-0.678456388088784,-1.29421093618944,4
218,3835,"Álex López","Midfielders",5,0.524657442975453,4.53234284534647,2.16206465279994,1
219,3837,"Jota","Attacking midfielders",2,-2.30718079299954,1.17371984508276,-0.932369771156976,2
220,3840,"Iago Aspas","Attacking midfielders",2,-5.57784421334223,1.44303567154939,2.49769217883577,11
221,3843,"F. Orellana","Attacking midfielders",2,-5.15840176466497,2.68808487892098,0.620483908701755,7
222,3856,"Molinero","Defensive midfielders",3,2.87428624621559,-0.434963816917215,-2.60878629239749,2
223,3866,"M. Iturra","Defensive midfielders",3,2.53250549991144,-0.264874593980966,-0.585628117086252,2
224,3874,"Kike García","Forwards",4,-6.01802797109894,-4.70734681220065,0.723520099549544,10
225,3875,"Borja Bastón","Forwards",4,-4.97785657707756,-4.99364341231143,1.5610385540214,3
226,3885,"L. Cabrera","Centre backs",1,4.60349502178081,-1.95860001953866,-0.463231550955522,7
227,3908,"Lago Júnior","Attacking midfielders",2,-4.16237892409458,0.0299388337201292,-0.652895989952224,1
228,3916,"G. Cabral","Centre backs",1,5.93417152668085,-1.54187069884518,1.66087555941584,5
229,3918,"Juanfran","Centre backs",1,5.06291560103847,-0.199713941428358,-0.876450534194924,2
230,3919,"Iván López","Defensive midfielders",3,2.07398717373325,2.10064315733354,-2.4057854535326,2
231,3920,"Pedro López","Defensive midfielders",3,2.69047137306708,0.662443621035231,-2.0117649092928,4
232,3922,"David Navarro","Centre backs",1,5.00667485604908,-3.66354383885202,0.866308730251408,2
233,3928,"Iborra","Centre backs",1,2.40287631813944,-1.40033337891908,1.54990541759224,7
234,3933,"Xavi Torres","Centre backs",1,2.91679556906313,-1.95020948194083,0.287742193356694,2
235,3934,"N. El Zhar","Attacking midfielders",2,-4.12032162069724,-0.372677405914332,0.293528870144663,5
236,3937,"Roger Martí","Forwards",4,-5.50307206421598,-3.48435084015242,0.41294735506227,8
237,3943,"Aridane Hernández","Centre backs",1,4.86903126693987,-2.97306030469309,0.544539847676461,6
238,3969,"Roberto Canella","Defensive midfielders",3,2.28192151631195,-0.370168764267896,-2.19202113369686,2
