component,observed_variable,mean,median,sd,q5,q95,truth_value,error,rhat,ess_bulk,ess_tail
season,rate_dribbles_against_won,0.012979660377775,0.01097449849999999,0.00822706099148524,0.00531146985,0.026971283549999982,0.026901590316888935,-0.013921929939113935,1.0020819749575904,1325.702123130041,2063.51049267397
season,rate_successful_sliding_tackles,0.3538975060075,0.319419915,0.15923669883818123,0.17416744650000002,0.6491494379999998,0.1394482328899953,0.21444927311750467,1.0027239800047232,1395.2699978309167,2415.210198038152
season,per90_fouls,0.14415214957325,0.12670150000000002,0.07442876303070424,0.06446947950000001,0.27848195249999974,0.06420816010704025,0.07994398946620976,1.0018640479746217,1322.371682321106,2097.160745912491
season,per90_fouls_suffered,0.06394730518675,0.054987104,0.03562469094667935,0.02787933035,0.12970381699999994,0.03578731841250405,0.02815998677424595,1.0025118165012334,1075.892609212859,1664.9806185322682
season,per90_yellow_cards,0.00521132373155,0.00448653815,0.0034506560974591,0.002120876975,0.01043994399999999,0.008177037513490455,-0.002965713781940455,1.004026284561502,1506.3830194640689,2377.273511080887
residual,per90_goals,0.1530109749225,0.15289749000000002,0.00381310788922623,0.146817584,0.159330747,0.15227906402685396,7.319108956460318e-4,1.0012008823927423,3064.3236489620163,2689.1215068192714
residual,per90_assists,0.2878923142925,0.28775726,0.00707277060542564,0.276502917,0.29973632549999996,0.285041821851246,0.0028504924412540156,1.00098626240858,3352.735057412519,3341.1424928283527
residual,per90_xg_shot,0.1648076363775,0.16471475000000002,0.00405548435301405,0.1583686595,0.1717444725,0.16449060466360288,3.1703171389713125e-4,1.0002878892990146,3390.1221105585423,3278.169388433241
residual,per90_xg_assist,0.1612266116375,0.16114601,0.00399553177310304,0.154826305,0.1679517805,0.16185855338772712,-6.319417502271274e-4,0.9997335256815744,2886.092028596977,3214.0700579721515
residual,per90_shots,0.37991113917,0.379775605,0.00927338858420442,0.364951895,0.3957580445,0.37050952452791563,0.009401614642084388,1.002544350744503,2940.311699251476,2942.187796958473
residual,per90_head_shots,0.36147000755,0.36125696,0.00862945580031321,0.347379518,0.37581974649999994,0.3752169583563225,-0.013746950806322489,0.9999188736693696,3020.8111802443486,2910.3038045032163
residual,rate_shots_on_target,0.2393216439325,0.23931341,0.00585952623082354,0.2297348125,0.24907233,0.24313612508728097,-0.0038144811547809743,1.00113574780964,2942.519000200555,2934.319200827421
residual,rate_goal_conversion,0.2587796500225,0.25862946,0.00608771025296205,0.24896112,0.26885379100000006,0.25746705907536943,0.001312590947130543,1.0020059059772737,3107.6117497365335,2890.4525096801285
residual,per90_received_pass,0.167819831495,0.16773087,0.00413497411181112,0.161182085,0.174663161,0.16259713205365478,0.005222699441345208,1.0006637149914217,3635.391470473144,3114.618835689708
residual,per90_passes,0.2869470269825,0.28671291,0.00684716699754549,0.275759286,0.29836954649999997,0.28256710227986004,0.004379924702639981,1.000869919778209,2853.652721196381,2853.745857528324
residual,per90_forward_passes,0.2124548624375,0.212507245,0.00497737509843964,0.204218736,0.220814301,0.21140556834295995,0.0010492940945400486,1.0010452264835683,2929.7448552300884,2886.3116258154896
residual,per90_back_passes,0.198054635485,0.198046165,0.00479656091404063,0.190370961,0.2060756035,0.19964079047269753,-0.0015861549876975412,1.0006257836269443,3308.4238216477156,2998.5518043247193
residual,per90_lateral_passes,0.3449436733025,0.344833975,0.00831452603498482,0.3316310105,0.3588329675,0.34940498642488466,-0.00446131312238468,1.0018532678584215,3297.3388704611443,2988.4313832007815
residual,per90_long_passes,0.279476027325,0.27948674,0.00673493336095977,0.26844074549999997,0.2908499115,0.27963581823173383,-1.5979090673384766e-4,1.0011705717907853,2670.674142604872,3105.2280142165146
residual,per90_smart_passes,0.1412426393475,0.141234265,0.00341937665777548,0.135762986,0.1469847795,0.14093770231489985,3.049370326001499e-4,1.000507299013047,2297.6665394153083,2566.947626713873
residual,per90_progressive_passes,0.27278566823,0.27274842,0.00660866441266116,0.2620244885,0.28376000599999995,0.26900783840589093,0.003777829824109069,1.0020483903955415,2816.6969798538335,3215.36852384472
residual,per90_passes_to_final_third,0.1988976809475,0.19883968,0.00478223166078458,0.1911298195,0.2068562035,0.20134760316265177,-0.0024499222151517785,1.0003694241282748,3094.3451968037334,3212.614071392935
residual,per90_key_passes,0.31278903451,0.31279179,0.00738376324433714,0.300577969,0.3251506045,0.32172706842152715,-0.008938033911527143,0.9996735214112588,3114.1036267770583,3118.296476750711
residual,per90_through_passes,0.150387118855,0.150373805,0.00364032903229037,0.14460308049999998,0.15634047750000002,0.146917150772518,0.003469968082482011,0.9999564764828638,3195.447838372341,2594.5339791318747
residual,per90_crosses,0.2020836533475,0.20203588,0.00490754107714801,0.1942289065,0.210256627,0.20030506644627297,0.0017785869012270361,1.0029186412201048,2769.284994887299,2621.4145019954353
residual,per90_shot_assists,0.363660640165,0.363478745,0.00893499788405168,0.34941172449999996,0.3787275405,0.36394699720497686,-2.8635703997687e-4,0.9998871726443868,3064.1627152935553,2753.6990588561393
