component,observed_variable,mean,median,sd,q5,q95,truth_value,error,rhat,ess_bulk,ess_tail
residual,per90_offensive_duels,0.13717688905,0.13717391,0.00336834700499394,0.131606056,0.14268568450000002,0.141112882364639,-0.003935993314639008,1.0012051168308085,3340.1402982572986,3275.7781238648736
residual,per90_aerial_duels,0.172624706595,0.17254778999999998,0.00424041266272429,0.1656273685,0.179882976,0.1768094695846103,-0.004184762989610291,1.0003298646279348,2411.191259263506,2436.637208450468
residual,per90_pressing_duels,0.371694556465,0.37156447,0.00868538122584792,0.35738190999999997,0.386262756,0.38887528616081823,-0.017180729695818242,1.0003153360608912,2992.492956789925,2711.208799849307
residual,per90_loose_ball_duels,0.1616370176575,0.161584915,0.00396365604514094,0.15529228250000002,0.1682768275,0.16032748157343035,0.0013095360840696402,1.0008100912925413,2512.183542023404,3108.2847305407972
residual,per90_sliding_tackles,0.23216772118,0.232040295,0.00564604592462077,0.223013933,0.241752807,0.2349626074288459,-0.0027948862488458848,0.9996201973590207,3019.7610710249464,3215.8772475918254
residual,per90_dribbles_against,0.30168951381,0.30166739,0.00738486880775344,0.289721507,0.3142353845,0.3067147432435006,-0.005025229433500644,1.000733687258838,3171.98142273748,2629.372686972594
residual,rate_defensive_duels_won,0.2159372167775,0.215834465,0.0053249868060067,0.2072646765,0.2249543575,0.2198009848213745,-0.003863768043874505,0.9998832110562004,2948.9948931795248,3019.8530950017766
residual,rate_offensive_duels_won,0.189459644195,0.18927959,0.00459697733624059,0.182131725,0.197102911,0.18968662895088068,-2.2698475588067701e-4,1.0003704737559185,3275.8711185787815,3203.178511774739
residual,rate_aerial_duels_won,0.1800123813275,0.179890825,0.00434421187785599,0.173172726,0.187364992,0.18452080022106881,-0.004508418893568816,1.0007286766962986,3326.1511513209975,3294.6851318305644
residual,rate_dribbles_against_won,0.342187361815,0.342035505,0.00827227116070837,0.32883375400000003,0.356069673,0.32845657887595237,0.013730782939047614,0.999489951623268,2853.8326439236557,2899.6485378789994
residual,rate_successful_sliding_tackles,0.19274005033,0.19266465,0.00459287497613385,0.185183115,0.2003554985,0.19670053651139255,-0.003960486181392553,1.0003913733651668,3074.858735656716,3277.091256143075
residual,per90_fouls,0.3583195415725,0.35820635,0.00874486574477281,0.344023131,0.372847028,0.36086272077328924,-0.002543179200789225,1.0001268320715746,2814.5245525112705,3169.4293796544985
residual,per90_fouls_suffered,0.167854678145,0.167738265,0.00402685891379286,0.1613416215,0.1747396695,0.17276363356486216,-0.0049089554198621654,0.999762183012668,2559.646230956409,3042.7437500255114
residual,per90_yellow_cards,0.1343320518725,0.13424084,0.00329011368238604,0.1289215235,0.1397523195,0.1337574054498262,5.746464226737968e-4,1.002089743375351,2666.1587191240915,2794.4799006761978
