K,pc,eigenval_LLt,share_LLt,eigenval_Sa,share_Sa
2,PC1,14.131787326425034,0.6924893400786695,14.308875902291971,0.4554501099034736
2,PC2,6.275439916697019,0.30751065992133064,6.473530305441967,0.20605183168894112
3,PC1,14.290879629605332,0.6183589147764741,14.420214329214234,0.4563178102911375
3,PC2,6.398800816414851,0.2768727769921309,6.548042680129448,0.2072083277872055
3,PC3,2.421298126628412,0.10476830823139495,2.564576856725972,0.08115427890788444
