query_player_name,query_archetype,neighbor_player_name,neighbor_archetype,style_dist_mean,style_dist_q05,style_dist_q95,p_closest_neighbor,level_gap_mean,level_gap_q05,level_gap_q95
L. Modrić,Midfielders,Jordi Alba,Midfielders,0.8454522532452006,0.48311868904583366,1.2779968292327801,0.01275,0.49550421781608195,0.2481647082045797,0.7534810298743733
L. Modrić,Midfielders,Sergi Roberto,Midfielders,0.8587833810288658,0.6006637974603182,1.1273050897941375,7.5e-4,0.31381757302130225,0.07680880981524194,0.6034075439707481
L. Suárez,Forwards,S. Jovetić,Attacking midfielders,0.5698533164792958,0.23363096080062729,0.9878517797412734,0.39725,1.434181685156847,0.8618110827274126,2.041943760442229
L. Suárez,Forwards,K. Benzema,Attacking midfielders,0.7257124270998243,0.47246117739171084,1.0328314307838005,0.09675,0.5464371781926591,0.16935536220942343,0.9473291592884949
L. Suárez,Forwards,M. Depay,Attacking midfielders,0.754208387553979,0.2806655466470167,1.2951760415746525,0.17725,1.3097510485822463,0.7908247986232658,1.869301353764791
L. Suárez,Forwards,L. Vietto,Attacking midfielders,0.7621707355647747,0.3695752387316063,1.2475200554938246,0.103,2.2872632316220844,1.7830841968597277,2.789068517880542
L. Suárez,Forwards,W. Ben Yedder,Forwards,0.928742447759926,0.5753145654326962,1.318283502338366,0.0155,1.1105450897430449,0.6532431926040757,1.5775368935452507
L. Suárez,Forwards,Cristiano Ronaldo,Forwards,0.9516897791835917,0.4529238266226894,1.4823271380474048,0.08025,0.8591295996487056,0.3674732722029255,1.3237419521374627
L. Suárez,Forwards,Rubén Castro,Forwards,0.9764416822487917,0.6511187788907931,1.3161143250800291,0.013,1.394052648690123,0.9225048562165046,1.865672685439668
L. Suárez,Forwards,G. Rossi,Forwards,1.0272605618648727,0.6415543602224052,1.4364044128732232,0.00675,1.9449708569921746,1.4878518048847407,2.40867514227973
L. Suárez,Forwards,K. Boateng,Attacking midfielders,1.031570468675322,0.6784930226600109,1.445677191022823,0.002,2.1309586905403584,1.5752320462699678,2.726520330549523
L. Suárez,Forwards,L. Rémy,Forwards,1.03566108616207,0.6165779314362233,1.479367238311033,0.01575,1.6282493967843823,1.0085960260412181,2.272884085217508
Neymar,Attacking midfielders,L. Messi,Attacking midfielders,1.101683534479962,0.5979723380156419,1.6380000003763342,0.463,2.0155680303343213,1.4407924085327084,2.5861966841398254
Neymar,Attacking midfielders,Jonathan Viera,Attacking midfielders,1.2573787185058438,0.9626841253650157,1.5825620772913749,0.0695,1.876896267160593,1.3443908120878358,2.404225091444311
Neymar,Attacking midfielders,J. Rodríguez,Attacking midfielders,1.2866694660350622,1.030880103528534,1.5679084674506938,0.047,1.5636597530058887,1.0285797281287157,2.0907245307617828
Neymar,Attacking midfielders,O. Dembélé,Attacking midfielders,1.292713680213306,0.8050482064568403,1.780679343267664,0.17625,1.559069543909621,1.038725720712291,2.0619876517061004
Neymar,Attacking midfielders,E. Hazard,Attacking midfielders,1.3598511430589781,0.9971741130386873,1.7179205054862292,0.0425,1.7559493656381198,1.1119522371161106,2.399839770523078
Neymar,Attacking midfielders,Lamine Yamal,Attacking midfielders,1.3628547141856449,0.8531548761333497,1.8982988060547439,0.1095,1.2101471039374183,0.6182157973464443,1.8098509359559753
Neymar,Attacking midfielders,Isco,Attacking midfielders,1.3919401625180372,1.1209758148385,1.6863187051355557,0.00625,2.0504815749254366,1.5362706198930325,2.5606516472062197
Neymar,Attacking midfielders,Pedro,Attacking midfielders,1.40357175545864,0.9251903053633986,1.915500054789823,0.06725,0.8771791974436306,0.2790672427385509,1.510430437994688
Neymar,Attacking midfielders,Philippe Coutinho,Attacking midfielders,1.5739343979581373,1.2212245616714896,1.9553425273071692,0.0035,1.1963191574710113,0.6491687814868705,1.7416578741490765
Neymar,Attacking midfielders,Gerard Deulofeu,Attacking midfielders,1.6228213471586088,1.155522799442482,2.099591901681126,0.0115,1.619380414107125,0.9634006377694401,2.274830065904459
Saúl Ñíguez,Defensive midfielders,Mikel Rico,Midfielders,0.36530455929439337,0.12229272395335235,0.7087872953026295,0.07425,0.36434604053678976,0.10926015318703636,0.6703054669581812
Saúl Ñíguez,Defensive midfielders,Gerard Gumbau,Defensive midfielders,0.3905615206584427,0.1447908074388171,0.7310792942696739,0.047,0.6996839199083856,0.37838265134957266,1.0219095126620699
Saúl Ñíguez,Defensive midfielders,Álex Fernández,Midfielders,0.40384130098668175,0.17120958531549726,0.711022967488536,0.02875,0.290491771483299,0.07461140523964734,0.5596818596329207
Saúl Ñíguez,Defensive midfielders,Monchu,Defensive midfielders,0.406830689809356,0.12739864420615235,0.8197310260888782,0.0655,0.45662265710954764,0.12194404102147502,0.8537714063664815
Saúl Ñíguez,Defensive midfielders,Nacho Monreal,Defensive midfielders,0.4098852094718381,0.151220786409401,0.7734212503145173,0.03975,0.6576733271870102,0.2993501042319916,1.0273990305434246
Saúl Ñíguez,Defensive midfielders,Manu Morlanes,Defensive midfielders,0.4106637518056522,0.17107331425920086,0.7457022817949086,0.026,0.8734943440733138,0.5903879800108696,1.1711120911635697
Saúl Ñíguez,Defensive midfielders,J. Lerma,Defensive midfielders,0.4304111452689381,0.15499749917755307,0.7875139285605224,0.0325,0.7412012458117725,0.35418039462129214,1.1440689406788351
Saúl Ñíguez,Defensive midfielders,Javi Márquez,Midfielders,0.4357130985081476,0.1558487437946475,0.8045104046479113,0.0365,0.5517476332817235,0.16210525713819993,0.9697551557891614
Saúl Ñíguez,Defensive midfielders,Santi Comesaña,Defensive midfielders,0.44540040856197544,0.2112040611036476,0.7297060047617014,0.00925,0.3260391733403297,0.08277017620976376,0.6140710883528713
Saúl Ñíguez,Defensive midfielders,Y. Herrera,Defensive midfielders,0.4496151287709061,0.1826099778420652,0.7913173049361144,0.0245,0.3078747333940051,0.08391019105486547,0.5725578837865968
Sergio Busquets,Defensive midfielders,Marc Casadó,Midfielders,0.5632780152671729,0.29053263650819316,0.8826202487559599,0.14675,0.497627245754959,0.15506529371457872,0.893565077062991
Sergio Busquets,Defensive midfielders,NA,Defensive midfielders,0.5684431865471782,0.2571339983440463,0.9471660453394078,0.15475,0.5043682365794789,0.14032082554219544,0.9569956795285564
Sergio Busquets,Defensive midfielders,Damián Rodríguez,Defensive midfielders,0.6061366828031797,0.28762357483901424,0.987915700150854,0.11925,0.5581873679313523,0.14352461087979473,1.101763173485018
Sergio Busquets,Defensive midfielders,Dean Huijsen,Defensive midfielders,0.6190168621865196,0.2254551653350294,1.0747852190359204,0.1715,0.5557114076240356,0.1730811623476439,0.9924661805452624
Sergio Busquets,Defensive midfielders,Eric García,Defensive midfielders,0.6425337886676248,0.34942135817874587,0.9829909663611037,0.05575,0.6581975913024345,0.32604386615915987,0.9815137895613043
Sergio Busquets,Defensive midfielders,L. Krejčí,Defensive midfielders,0.7051905905460044,0.2995211359483814,1.194395117472856,0.08825,0.5753630274060032,0.17359685605855418,1.0247717004831363
Sergio Busquets,Defensive midfielders,Marcos Alonso,Defensive midfielders,0.706078345133459,0.38513635230416143,1.0941692243385606,0.0355,0.46488822477799263,0.15670754780222057,0.8058583155078837
Sergio Busquets,Defensive midfielders,J. Mascherano,Defensive midfielders,0.7181527707340991,0.4204735813754381,1.0459113413080317,0.02525,0.252547190651157,0.06437124276084719,0.5017076878003285
Sergio Busquets,Defensive midfielders,M. Díaz,Defensive midfielders,0.7220998134495551,0.39659777754168773,1.1432766877995122,0.0325,0.37888087990001423,0.10328259052792317,0.7230922770323547
Sergio Busquets,Defensive midfielders,M. Perrone,Defensive midfielders,0.7295245888892425,0.3550072857110976,1.190927224252777,0.048,0.41532242147934284,0.09680318012028225,0.8271319488668096
Sergio Ramos,Centre backs,Gerard Piqué,Centre backs,0.41509324883675536,0.14826543088329133,0.8182589560898809,0.2425,0.8027244946824985,0.4488091692982942,1.1624694606336352
Sergio Ramos,Centre backs,S. Umtiti,Centre backs,0.4336341121303125,0.18372490857643664,0.7721513789745933,0.164,1.3506445860146346,0.9671273374507221,1.7356551828275613
Sergio Ramos,Centre backs,Javi García,Centre backs,0.4612827748550928,0.16292606387376848,0.8786589930974428,0.1665,1.1623858534962803,0.7033768227048582,1.6095179427538444
Sergio Ramos,Centre backs,J. Mathieu,Centre backs,0.4652730747798488,0.17421465364708458,0.8476417428305429,0.17125,1.0307259886729787,0.6231863758503012,1.435627599138937
