player_index,player_id,player_name,n_seasons,pc1_score,pc2_score,pc3_score
719,128171,S. Mitrović,3,3.844053845054126,-4.409387675058082,0.04191217647459066
720,128230,N. Vujadinović,1,3.8460660830280804,-4.0503979542478215,-0.3635916186359483
721,128742,N. Vukčević,3,3.070638210818367,-1.4915439376974542,0.040313774460026354
722,130196,Dyego Sousa,1,-5.258831537380736,-1.7341708214675706,0.3464968630711563
723,134163,Rodri Tarín,2,3.8058503673014243,-3.546716982392694,-0.8458807963687585
724,134170,José Rodríguez,2,0.021121107700938564,1.775519544477971,0.3884032438855935
725,134174,Samu Castillejo,5,-3.4052031192198986,2.2114433372610587,-1.4639579733378716
726,134175,Raúl de Tomás,5,-5.037892169726174,-3.6303587550124665,1.5329938477855871
727,134177,José Pozo,1,-3.1580704883049338,3.1775491552069757,0.9627428147699311
728,134249,Rubén Sobrino,7,-3.2439898125429334,-2.348434846140397,-1.6044506698722858
729,134476,F. Barba,1,3.4866520775459198,0.4300593064012177,-0.40012137883416066
730,134502,Aymeric Laporte,5,5.225119944690043,-0.8682293541794351,1.2752271025238755
731,134503,C. Lenglet,8,5.683507597485533,-0.19443308066727655,1.8550121115788465
732,134513,A. Martial,1,-4.595051901376826,0.5539628117271317,0.9745779354229376
733,134702,L. Dendoncker,1,1.5594149356602651,-1.250008848824479,0.3039014661187338
734,134769,Y. Carrasco,7,-5.263824299322655,2.9294423349908314,0.15211353469928454
735,135103,A. Christensen,3,4.526355960718535,0.36522761709632806,3.9101363018320563
736,135561,F. Grillitsch,1,1.2398673822214712,2.536008521510896,0.9189388584657499
737,135807,M. Pašalić,1,0.5509772732548636,-0.9836755706828196,1.430698150188804
738,135848,M. Livaja,1,-5.268767384915763,-1.939122241580216,0.009624856529869054
739,135903,João Cancelo,4,0.24871891031960083,3.193558589176107,-1.3953388148137083
740,135909,Rafa Soares,2,2.1669363487383215,2.2075048529867005,-2.2289934478864057
741,135919,Hélder Costa,1,-3.354278135974906,0.902111943588298,-3.374948508078774
742,135923,Gonçalo Paciência,1,-6.199003971728108,-2.6152135259299363,0.4826826203501928
743,135927,André Silva,3,-5.541500973485246,-3.1811815167915856,1.0731613475367237
744,135938,I. Cavaleiro,1,-4.860086744315954,1.483873831943158,-0.2719794055957351
745,136164,E. Filipenko,1,4.956861738229506,-2.922091756182585,0.5180039296946389
746,137298,Jonathan Silva,2,0.6962846346564141,1.1153335048254125,-2.1060007847689772
747,139075,R. Tapia,5,3.797875045583327,-0.04155030817830614,-0.47906501132651
748,140125,N. Radoja,7,2.71795236230395,-0.07307431425224026,0.8194967970002429
749,141176,V. Angban,1,3.9273421536267015,1.6231453776580025,1.630632104343327
750,142755,B. Traoré,1,-4.334193060063989,2.184911589812101,0.7950481705104332
751,144628,Wu Lei,3,-4.33856535742591,-3.498266672328666,-0.4285632657393463
752,146302,Luciano,1,-3.760241268764358,-2.432129234298294,1.4953283194738154
753,149389,J. Toljan,1,1.3024115282720994,0.6322079009848426,-3.0396406724838307
754,167118,Erik Morán,1,3.492795183493117,1.5198839215516282,0.33231352601061276
755,167119,Sabin Merino,2,-4.165976386198614,-2.504844662433893,0.18195600417988617
756,167120,Fran Varela,1,3.1536645748323173,0.7988239377131747,-0.7085261264811438
757,167131,Fran Vélez,1,3.1938485364802722,-3.6044004627546578,-1.555718163183425
758,167145,Héctor Bellerín,4,1.4163528862583497,1.3646169356537796,-1.5974178593028598
759,167149,Joaquín Fernández,4,4.670571148066436,-2.9462860218976648,0.48060527907694744
760,167641,S. Lobotka,3,2.161568000084417,2.035038707105513,1.5540528180650797
761,169000,Pablo Pérez,1,-2.3363916504956803,-2.36019482753496,-0.6198678915874021
762,169002,Diego Rico,7,2.3067324201689043,1.670806671187606,-2.892887850080893
763,170595,E. Insúa,1,2.480801707900085,-0.20688719215981163,-2.962887211322707
764,171643,R. Yaremchuk,1,-4.7081132962974985,-4.488128517858163,0.5162773758055298
765,189976,M. Angeleri,2,4.974339282576012,-3.4335328564938323,-0.12240240986065172
766,190172,Juan Cruz,6,2.8064302136189547,-0.8786482697527636,-1.1086750185669663
767,193984,Germán Sánchez,3,4.363367235477371,-3.5862659699175716,0.684829651576
768,207001,J. Correa,2,-4.537785929123911,1.0823625738557632,0.9328264300279722
769,208694,Rodrigo Ely,6,5.16493556843716,-3.5537593102619645,0.39786935829187886
770,208942,Óliver Torres,6,-0.7971220460895958,4.086495442532048,0.5583624626039488
771,208945,César de la Hoz,1,2.929922941502093,-1.6996381293668688,-0.16942969169490252
772,208972,Carlos Castro,2,-5.933137053095814,-3.749651600463131,2.3132525944287465
773,209012,Kévin Rodrigues,5,0.17281735192520195,1.278299318961771,-2.072449792945386
774,211853,Rúben Vezo,7,4.982884790637039,-1.7956550920114325,-0.19145844064992074
775,211885,André Gomes,4,-1.1626371825135866,2.530259772258903,1.2503954611787715
776,212074,O. Mfulu,1,3.1579128270515198,-1.4321248462871259,0.6228809907045452
777,212621,M. Kranevitter,1,4.128246642380236,-0.06940708275281525,1.2648667659593422
778,212625,A. Solari,2,-0.7906904301161395,3.0265540676535356,-2.5895322325680583
779,212644,G. Escalante,8,1.453709257695797,-0.7063421016494706,-0.22560417630901988
780,212651,C. Musonda,1,-4.436878248019203,2.1033436748902603,-0.9672218565294667
781,213124,Chema Rodríguez,3,4.569310916971367,-3.711737003369274,-0.6619950165521629
782,213131,Luis Milla,6,0.9057988292412489,2.0881166252603234,-0.20538515667280058
783,213308,Júnior Alonso,1,3.8951533888449865,1.6550267623825787,-0.4926607611573508
784,213365,G. Fernández,1,-4.786842561897729,-4.022857628461921,0.4671742870058704
785,213714,E. Burgos,2,5.412039479197052,-2.3863983007769987,0.4387153932885981
786,213948,R. De Paul,6,-0.5280548203222503,5.737509827108813,1.3197771550278767
787,214062,Álex Granell,2,1.4696105852021852,3.8263621843724405,-0.46967371934521457
788,215983,S. Boufal,1,-4.7768014317977086,3.197764348640232,-0.44677000526016364
789,217031,T. Partey,7,2.6228395844439008,1.8101142355758346,1.1430097219953188
790,218549,Garry Rodrigues,1,-4.149379219816041,1.223955077770119,-1.3738596325377204
791,220656,Wanderson,1,-2.9891361469206967,2.098950908245563,-1.6465043623570796
