feature,p50_abs,p90_abs,p95_abs,p99_abs,max_abs,frac_gt_tau99,skewness,recommended_transform,icc_player,icc_season,n_distinct_seasons,tau_99_val,verdict
per90_aerial_duels,0.42621899781312017,1.333058762415705,1.9277791318396975,4.288805132495564,10.934147204457721,0.017226341037941562,1.9451529938625691,sqrt,0.6581380535775,0.015376079376,11,3.0556094662596567,contamination-driven
per90_accelerations,0.456761379217767,1.4291111143122568,1.9731327233487532,3.6808267195359314,8.253096232460592,0.016790231138246837,1.71294788261713,sqrt,0.026345904576775,0.00386628425492687,6,3.0556094662596567,skew-residual
per90_xg_shot,0.4532672975371512,1.4829124753504899,2.0213937540367515,3.595397117135337,6.717708284596552,0.017880505887483647,1.8697431121864363,sqrt,0.8093402956975,0.00154038747260292,6,3.0556094662596567,contamination-driven
rate_offensive_duels_won,0.49981412671781966,1.4438916773689312,1.8794108272665415,3.4777565974699884,6.281835380835462,0.013737461840383776,0.7530749149013002,none,0.6093377836475,0.11267841295125,7,3.0556094662596567,contamination-driven
per90_sliding_tackles,0.46304515339421437,1.3736264293354892,1.8851463115976745,3.4639707159673554,7.881873613158918,0.0141735717400785,1.840125282112188,sqrt,0.810303223145,0.06235049734575,9,3.0556094662596567,contamination-driven
per90_progressive_run,0.4564810086084217,1.3959861957606372,1.9553069163559669,3.391381471826982,9.474013865209965,0.0141735717400785,1.721921134646274,sqrt,0.465975769415,0.08666407002925,5,3.0556094662596567,contamination-driven
per90_goals,0.4743965890727361,1.4938946255937373,2.0125879833280353,3.389643750038452,6.084150978979699,0.0141735717400785,2.293489375295159,log1p,0.64933393634,0.00605142503328749,3,3.0556094662596567,contamination-driven
per90_pressing_duels,0.4883655509953136,1.3776004307057268,1.8871565487494,3.3681883053506247,8.04160776980809,0.013301351940689054,1.4729726046083258,sqrt,0.7860174982225,0.077482891283,3,3.0556094662596567,contamination-driven
per90_touch_in_box,0.43748157230470597,1.4587862824386284,2.0206525524169594,3.367587407669272,7.78962017225945,0.016136066288704752,1.22884502008856,sqrt,0.754005465255,0.043902848386975,7,3.0556094662596567,contamination-driven
per90_offensive_duels,0.42945183637478673,1.4095735051843081,1.916061190636327,3.3633973389424887,7.761432384721231,0.014609681639773223,0.8758238921247132,none,0.8397913331975,0.028625279452325,7,3.0556094662596567,contamination-driven
rate_successful_dribbles,0.4944681959569389,1.5422443615936476,1.9594464900437132,3.3401926230116192,9.783826194349684,0.012211077191452245,-0.5426430196450888,none,0.802209070335,0.09474225897425,8,3.0556094662596567,contamination-driven
per90_xg_assist,0.5219754621602886,1.5282005782875396,1.9722358823213226,3.242079706996332,7.259861757261977,0.013955516790231139,1.3593801936391243,sqrt,0.6589285731725,0.008554317806325,6,3.0556094662596567,contamination-driven
per90_assists,0.5538147018515096,1.5266444645174346,1.933225309681942,3.238909070466583,7.417856926990566,0.013301351940689054,1.7091669543404868,sqrt,0.3816502063675,0.014722958842525,6,3.0556094662596567,contamination-driven
rate_successful_progressive_passes,0.5279250005413645,1.450305320207903,1.892647557359591,3.147019948484154,6.941577632752418,0.010466637592673354,-1.018050902473135,none,0.75263654082,0.01140201460645,5,3.0556094662596567,contamination-driven
per90_passes,0.5582120672177007,1.4758324899643709,1.9131464145289727,3.1399992229034295,6.296534002339404,0.010902747492368076,0.5502622487113626,none,0.176508680465,0.00294843948304499,2,3.0556094662596567,mixed
per90_received_pass,0.5443262250847984,1.5057181374756443,1.9538999598095053,3.117937991526126,5.754900016024809,0.011120802442215439,0.909200771432259,none,0.1610181042175,0.00208189564138492,1,3.0556094662596567,mixed
per90_lateral_passes,0.5221510594406086,1.4516446409045165,1.8631782862298116,3.07637095351367,5.644184505181325,0.010466637592673354,0.9820692601858554,none,0.8503167652,0.004307332679915,3,3.0556094662596567,contamination-driven
per90_passes_to_final_third,0.4973139108104159,1.400437211543118,1.8458471424878864,3.0524609237908082,7.212065775126348,0.009594417793283908,0.8773152324211305,none,0.44033595837,0.368352308885,5,3.0556094662596567,unremarkable_p99
rate_successful_passes,0.49030861831570827,1.432238954232629,1.8449473369704323,2.956009661951237,6.98237888129705,0.008286088094199739,-0.5456087312442423,none,0.8442934492625,0.0077810389354275,1,3.0556094662596567,unremarkable_p99
per90_losses,0.4943241021574594,1.3773155178985528,1.7247638198450845,2.886142985079556,6.930020204490753,0.007631923244657654,0.01539274650748082,none,0.6028725191875,0.1536822384545,3,3.0556094662596567,unremarkable_p99
per90_dangerous_own_half_losses,0.5633351144554636,1.475811690340128,1.8684106086684047,2.8710522507768976,6.620552759876338,0.008286088094199739,0.8561595111749498,none,0.87106685668,0.00104985629289682,1,3.0556094662596567,unremarkable_p99
per90_loose_ball_duels,0.4849770745867089,1.3582154272656846,1.7567707774361434,2.8090509133737154,8.62595900244275,0.007631923244657654,0.6556265282913809,none,0.8706201427075,0.051638343788,2,3.0556094662596567,unremarkable_p99
per90_dribbles_against,0.5035884332613942,1.4059505020668868,1.8148965053561945,2.77965470428852,6.092661647766798,0.007631923244657654,0.326762913237217,none,0.4653666637375,0.3049849803025,3,3.0556094662596567,unremarkable_p99
per90_opponent_half_recoveries,0.49486907270422265,1.3363905416227708,1.7197284537787918,2.76578002047885,5.628658926461578,0.0065416484954208464,0.3197576854378654,none,0.673475739015,0.01802978284975,3,3.0556094662596567,unremarkable_p99
rate_aerial_duels_won,0.5132127955478583,1.428959679217245,1.773195997700904,2.7296615732215868,5.355049248676389,0.004579153946794592,0.5928982540039834,none,0.69932018073,0.1277122281165,1,3.0556094662596567,unremarkable_p99
per90_forward_passes,0.5229792818504728,1.4592068861175118,1.822657245127262,2.7214816086878484,5.3070105227445366,0.006323593545573485,0.2443144338509335,none,0.785387695715,0.03514498597065,2,3.0556094662596567,unremarkable_p99
per90_shot_assists,0.5254804925648107,1.498545139104491,1.8567883137085055,2.7145420718125575,5.08854016009346,0.005451373746184038,1.081264264466122,sqrt,0.57776786549,0.130844606406,1,3.0556094662596567,unremarkable_p99
per90_key_passes,0.5255472874111348,1.5111061321167076,1.8900459366761395,2.702208768399181,5.169138877382534,0.005015263846489315,1.1747730249082382,sqrt,0.7719214687175,0.04865863993599999,1,3.0556094662596567,unremarkable_p99
per90_dangerous_opponent_half_recoveries,0.5571022996141552,1.436216207755429,1.7825998036625237,2.6747051172673393,5.574984215077419,0.0056694286960314,0.7267699940621233,none,0.4767370513475,0.01499787352045,1,3.0556094662596567,unremarkable_p99
per90_back_passes,0.5084245379807063,1.3882563861966315,1.7491149198507254,2.6644802400477214,5.679649154272822,0.0056694286960314,0.2993609653957574,none,0.854161799485,0.009567488789925,1,3.0556094662596567,unremarkable_p99
per90_defensive_duels,0.49888453520453263,1.376168575963887,1.7362815226026098,2.6264476497695837,5.069576754721563,0.00436109899694723,-0.2645869726139634,none,0.7806371912825,0.0663148090305,NA,3.0556094662596567,unremarkable_p99
per90_progressive_passes,0.5294540427372763,1.4349082237004753,1.826326063801691,2.6123194623936854,5.967451082465996,0.004579153946794592,0.23289670773686572,none,0.84156844033,0.004405431260235,1,3.0556094662596567,unremarkable_p99
per90_crosses,0.50242988405155,1.362640269994821,1.7257122781389396,2.5868028526755253,5.089348448997794,0.005015263846489315,1.2018043088269952,sqrt,0.648058729305,0.0049711491278225,1,3.0556094662596567,unremarkable_p99
per90_fouls,0.5065800903277096,1.3664654501976576,1.6963934216391805,2.577977989215603,4.903504031562455,0.004143044047099869,0.5235155725581069,none,0.21956395802,0.13070246963124998,NA,3.0556094662596567,unremarkable_p99
per90_dribbles,0.49573417468366476,1.38701208991082,1.7251481688903263,2.568688856742338,4.874596004003214,0.003706934147405146,1.613770029357501,sqrt,0.7478408394925,0.0364206151654,NA,3.0556094662596567,unremarkable_p99
per90_yellow_cards,0.5457978685516659,1.396718672759361,1.6830692410538406,2.5568103934838398,4.238442685587458,0.004579153946794592,0.8533236685033699,none,0.77050427556,0.0039308212506,NA,3.0556094662596567,unremarkable_p99
per90_long_passes,0.5149853264314455,1.3580830513654034,1.7296697573729563,2.548786752869033,4.964652282643855,0.003706934147405146,0.8763484978827446,none,0.8203870508125,0.00773331251575,NA,3.0556094662596567,unremarkable_p99
per90_clearances,0.5095185076905384,1.3863213153822942,1.7446776180691863,2.5412640387193903,4.762128138602556,0.0030527692978630614,1.1796773173063395,sqrt,0.7903941958925,0.00498496762591,NA,3.0556094662596567,unremarkable_p99
