feature,p50_abs,p90_abs,p95_abs,p99_abs,max_abs,frac_gt_tau99,skewness,recommended_transform,icc_player,icc_season,n_distinct_seasons,tau_99_val,verdict
per90_smart_passes,0.5190053546468985,1.4168678616923531,1.7861120113843492,2.5053947061418604,5.530414353315585,0.0032708242477104232,3.130602606645216,log1p,0.7930684253225,0.019203019177075,1,3.0556094662596567,unremarkable_p99
per90_through_passes,0.5226440099053938,1.4157555126230803,1.7483942151021505,2.5048869845909247,4.078979763443248,0.002398604448320977,2.664161340432361,log1p,0.7815386401925,0.021985786619525,NA,3.0556094662596567,unremarkable_p99
per90_own_half_losses,0.5578268959152342,1.4081377071122194,1.7339371457514385,2.4824242072310763,4.2124837361168135,0.002398604448320977,-0.1931101231539692,none,0.2288792289375,0.0079764621640675,NA,3.0556094662596567,unremarkable_p99
per90_shots,0.5008769298801365,1.4172171226590424,1.7681088931841233,2.480521513063699,3.8808254491223293,0.0034888791975577847,1.2075213356861263,sqrt,0.8570035421675,0.0100585951664,NA,3.0556094662596567,unremarkable_p99
rate_defensive_duels_won,0.5559282302973971,1.4639484970690395,1.7998509197335268,2.4654426425890956,4.644458750224652,0.0028347143480157,1.9667647618742357,sqrt,0.7182396514175,0.1133905076205,NA,3.0556094662596567,unremarkable_p99
per90_interceptions,0.529621670486291,1.4135460093230083,1.7488039193912739,2.441796380282069,4.199517550743512,0.0030527692978630614,0.31102630665506814,none,0.887367626605,0.0110822054284,NA,3.0556094662596567,unremarkable_p99
per90_recoveries,0.5245791564519506,1.3989581314657,1.756251588006125,2.4338185907411605,6.795511709723329,0.0039249890972525075,0.2123744212248248,none,0.7507918417275,0.07141682098425,1,3.0556094662596567,unremarkable_p99
per90_head_shots,0.538946427922518,1.3837485457114584,1.7059443789635365,2.377261365522317,4.02169223210886,0.0010902747492368076,2.3274789159976117,log1p,0.74149544797,0.00119627582496393,NA,3.0556094662596567,unremarkable_p99
per90_fouls_suffered,0.5002643832498146,1.3530216331112617,1.6627755612258375,2.341953246472838,4.032159107125841,0.0019624945486262538,0.8594738998418555,none,0.4094234239425,0.012330071454725,NA,3.0556094662596567,unremarkable_p99
per90_shots_blocked,0.5901243062482057,1.3883707008241695,1.7410619927312916,2.3127058985901003,3.35113954222136,4.361098996947231e-4,1.454527670316798,sqrt,0.4599007598225,0.00776110149475,NA,3.0556094662596567,unremarkable_p99
