model_id,max_rhat,min_ess_bulk,min_ess_tail,n_rhat_gt_101,n_rhat_gt_105
09_sim_lowrank_a_diag_b,1.0499474128096704,133.7045874068505,395.82012924397463,89,0
10_real_lowrank_a_diag_b,1.7767484925429824,5.976864479248415,53.95506742607717,399,320
